,Unnamed: 0,Rating,Review title,Review,cleaned,lemmatized,polarity,review_len,avg_word_len,pie_bins,pie_quantile_bins,Rating satisfaction,Polarity satisfaction,Match,3608,,,
448,448,5,Value for money,Good choice,Good choice,good choice,0.7,11,5,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
449,449,5,Please buy for your child NOW!,"Helps students like us to carry a lot of books. Very comfortable. One of the best bags from American touristers. A lot of space and can carry almost 11 fat books of different sizes,with tiffin and water bottle. Got in good condition.",Helps students like us to carry a lot of books Very comfortable One of the best bags from American touristers A lot of space and can carry almost fat books of different sizes with tiffin and water bottle Got in good condition ,help student like carry lot book comfortable good bag american tourister lot space carry fat book different size tiffin water bottle Got good condition,0.36,151,5.333333333,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
450,450,4,Smart choice,"Smart looking! Many pockets, good for short travel, college, office commute",Smart looking Many pockets good for short travel college office commute,smart look pocket good short travel college office commute,0.304761905,58,5.555555556,"(3.4, 5.8]","(5.5, 6.0]",1,1,TRUE,,,,
451,451,5,I love this item,I m very satisfied with this item. Very light weight and very comfortable. So I love this bag.,I m very satisfied with this item Very light weight and very comfortable So I love this bag ,m satisfied item light weight comfortable love bag,0.45,50,5.375,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
452,452,1,Disappointed on the Quality of Bag. Don't buy,Very Bad product. Looking like bag of Rs 300. I recommend do not Buy this bag. This is one of the worst product ever,Very Bad product Looking like bag of Rs I recommend do not Buy this bag This is one of the worst product ever,bad product look like bag r recommend buy bag bad product,-0.7,57,4.272727273,"(3.4, 5.8]","(4.0, 5.0]",0,0,TRUE,,,,
453,453,5,got a good deal,I got lucky and got good deal product quality is very good and i always have good exprience with amazon products,I got lucky and got good deal product quality is very good and i always have good exprience with amazon products,get lucky get good deal product quality good good exprience amazon product,0.608333333,74,5.25,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
454,454,2,Extremely bad quality product.,The quality is really bad. Looks and feels cheap. There are other bags in the same price range which are much better than this.,The quality is really bad Looks and feels cheap There are other bags in the same price range which are much better than this ,quality bad look feel cheap bag price range well,-0.15,48,4.444444444,"(3.4, 5.8]","(4.0, 5.0]",0,0,TRUE,,,,
455,455,4,Value for money,Good for the price. No complaints.,Good for the price No complaints ,good price complaint,0.2,20,6,"(5.8, 8.2]","(5.5, 6.0]",1,1,TRUE,,,,
456,456,5,Awesome bag must buy.,"Well the look is as given in the photos, light weight and has too much of space. Its very classy bag.",Well the look is as given in the photos light weight and has too much of space Its very classy bag ,look give photo light weight space classy bag,0.25,45,4.75,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
457,457,5,👌 nice,Good product,Good product,good product,0.7,12,5.5,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
458,458,5,Nice quality and very good colour,Good quality,Good quality,good quality,0.7,12,5.5,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
459,459,5,American tourister laptop bag,Good quality and comfortable to carry,Good quality and comfortable to carry,good quality comfortable carry,0.55,30,6.75,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
460,460,4,Same as pick .,Very nice bag .,Very nice bag ,nice bag,0.6,8,3.5,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
461,461,4,Good,Good product but a Little high pricing,Good product but a Little high pricing,good product little high pricing,0.224166667,32,5.6,"(3.4, 5.8]","(5.5, 6.0]",1,1,TRUE,,,,
462,462,5,Good looking,I am also the one of you who look for reviews and bought this and trust me it will be the best choice,I am also the one of you who look for reviews and bought this and trust me it will be the best choice,look review buy trust good choice,0.7,33,4.666666667,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
463,463,3,Can't carry heavy items,It is very light weight.  Seems like it will easily get teared off.,It is very light weight Seems like it will easily get teared off ,light weight like easily tear,0.416666667,29,5,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
464,464,4,Good,Good,Good,good,0.7,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
465,465,5,Worth for cost,Good one...got same product.. bought during offer period,Good one got same product bought during offer period,good get product buy offer period,0.7,33,4.666666667,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
466,466,1,Worst bag have ever used,I just buy it before 3 months and now I jst wash it once and the bag material started coming out the worst experience with the product,I just buy it before months and now I jst wash it once and the bag material started coming out the worst experience with the product,buy month jst wash bag material start come bad experience product,-0.7,65,5,"(3.4, 5.8]","(4.0, 5.0]",0,0,TRUE,,,,
467,467,2,Average product really not feel good,Not up to mark,Not up to mark,mark,0,4,4,"(3.4, 5.8]","(0.999, 4.0]",0,1,FALSE,,,,
468,468,5,Really good product,Really good product,Really good product,good product,0.7,12,5.5,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
469,469,3,Good,Its good product,Its good product,good product,0.7,12,5.5,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
470,470,3,Good 👍 one,Best in the price range,Best in the price range,best price range,1,16,4.666666667,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
471,471,5,Love it,Shandar quality with 1 year warranty  i think this is best beg for daily use i am salesman so i need this type durable beg thanx amazon,Shandar quality with year warranty i think this is best beg for daily use i am salesman so i need this type durable beg thanx amazon,Shandar quality year warranty think good beg daily use salesman need type durable beg thanx amazon,0.35,98,5.1875,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
472,472,2,Very thin material,Very thin material.pls do not buy,Very thin material pls do not buy,thin material pls buy,-0.4,21,4.5,"(3.4, 5.8]","(4.0, 5.0]",0,0,TRUE,,,,
473,473,4,👍🏻,👍🏻,👍🏻,👍 🏻,0,3,1,,"(0.999, 4.0]",1,1,TRUE,,,,
474,474,5,"Durable, stylish",Very genuine product. Fully worth of money.,Very genuine product Fully worth of money ,genuine product fully worth money,0.35,33,5.8,"(3.4, 5.8]","(5.5, 6.0]",1,1,TRUE,,,,
475,475,5,Must buy,"No words for bag, American tourister as always never fails to meet the requirements",No words for bag American tourister as always never fails to meet the requirements,word bag american tourister fail meet requirement,-0.25,49,6.142857143,"(5.8, 8.2]","(6.0, 13.0]",1,0,FALSE,,,,
476,476,2,Very High Price as per product quality,Product quality is good but very high price. it should be under 600 rupees only,Product quality is good but very high price it should be under rupees only,product quality good high price rupee,0.43,37,5.333333333,"(3.4, 5.8]","(5.0, 5.5]",0,1,FALSE,,,,
477,477,4,Good one,"It is quite good. But after using 4days,, the bottom was torn apart due to some burden of books. Light books can be carried now after repairing it.",It is quite good But after using the bottom was torn apart due to some burden of books Light books can be carried now after repairing it ,good tear apart burden book light book carry repair,0.55,51,4.777777778,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
478,478,1,Immature design,"Designed very immature, having trouble in neck.Not giving feel of the real AT",Designed very immature having trouble in neck Not giving feel of the real AT,design immature have trouble neck give feel real,0,48,5.125,"(3.4, 5.8]","(5.0, 5.5]",0,1,FALSE,,,,
479,479,1,Duplicate material,Its not at all worth for the priceTagging and others shows as original but as per quality its purely duplicate.  Never buy this bag. It is not worth,Its not at all worth for the priceTagging and others shows as original but as per quality its purely duplicate Never buy this bag It is not worth,worth pricetagge show original quality purely duplicate buy bag worth,0.297321429,69,6,"(5.8, 8.2]","(5.5, 6.0]",0,1,FALSE,,,,
480,480,5,Good quality,Same as pic..  light weght..,Same as pic light weght ,pic light weght,0.4,15,4.333333333,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
481,481,1,It was very very cheaper looking and ripup within 15 days .I m too worry about this product .,"It is very bad experience of this Amazon shop and never expected like that,will not trust in future with this side.",It is very bad experience of this Amazon shop and never expected like that will not trust in future with this side ,bad experience Amazon shop expect like trust future,-0.35,51,5.5,"(3.4, 5.8]","(5.0, 5.5]",0,0,TRUE,,,,
482,482,5,Excellent product 👍🤩🤩,Awesome product 100% American Tourister brand this bag is too good for students who are going to school or college and also it contains 1 year worldwide warranty .,Awesome product American Tourister brand this bag is too good for students who are going to school or college and also it contains year worldwide warranty ,awesome product American Tourister brand bag good student go school college contain year worldwide warranty,0.566666667,107,6.2,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
483,483,5,Good,Good,Good,good,0.7,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
484,484,4,Nice,Genuine American Tourister bag. Quality of the bag is good.,Genuine American Tourister bag Quality of the bag is good ,genuine American Tourister bag Quality bag good,0.366666667,47,5.857142857,"(5.8, 8.2]","(5.5, 6.0]",1,1,TRUE,,,,
485,485,3,Only for rough use,Product is good but as it not good in comparison to online picture shown..But practically it is different feeling product...,Product is good but as it not good in comparison to online picture shown But practically it is different feeling product ,product good good comparison online picture show practically different feeling product,0.466666667,86,6.909090909,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
486,486,2,Not durable at all,"In less than 2 months of use by my kid, it is torn and is in tatters. Durability is not at all good. Stitches are coming off from the seams.",In less than months of use by my kid it is torn and is in tatters Durability is not at all good Stitches are coming off from the seams ,month use kid tear tatter durability good stitch come seam,0.7,58,4.9,"(3.4, 5.8]","(4.0, 5.0]",0,1,FALSE,,,,
487,487,4,Good one,Good product,Good product,good product,0.7,12,5.5,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
488,488,3,Moderate,It is too flimsy,It is too flimsy,flimsy,0,6,6,"(5.8, 8.2]","(5.5, 6.0]",1,1,TRUE,,,,
489,489,3,Bad for water resistance,No water resistance. Even cover is not included with this product. Durability is okay if we do not consider water resistance. O do not find it to be an AT level product.,No water resistance Even cover is not included with this product Durability is okay if we do not consider water resistance O do not find it to be an AT level product ,water resistance cover include product durability okay consider water resistance o find level product,0.5,101,6.285714286,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
490,490,4,Satisfying enough,The overall look is good but it is not recommended if you are in seach of something tough and strong. You have to stuff your things in with sufficient neatness for the bag to be in shape as the cloth is comparatively quiet thin.,The overall look is good but it is not recommended if you are in seach of something tough and strong You have to stuff your things in with sufficient neatness for the bag to be in shape as the cloth is comparatively quiet thin ,overall look good recommend seach tough strong stuff thing sufficient neatness bag shape cloth comparatively quiet thin,0.057407407,119,6.058823529,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
491,491,5,Handy.,Happy that I bought.,Happy that I bought ,happy buy,0.8,9,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
492,492,2,Quality was not good at all .,Company should improve the quality. It feels so cheap . In the segment the less priced bags were also better than this bag,Company should improve the quality It feels so cheap In the segment the less priced bags were also better than this bag,company improve quality feel cheap segment price bag well bag,0.4,61,5.2,"(3.4, 5.8]","(5.0, 5.5]",0,1,FALSE,,,,
493,493,5,Nice product,Nice bag,Nice bag,nice bag,0.6,8,3.5,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
494,494,4,Very Lightweight & convenient,The color is nice & it is good to carry business it is lightweight. To the school going students this is really recommended,The color is nice it is good to carry business it is lightweight To the school going students this is really recommended,color nice good carry business lightweight school go student recommend,0.65,70,6.1,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
495,495,1,ONLY LIGHT WEIGHT IS TRUE ELSE FAKE,Fake product in the name of AMERICAN TOURISTER,Fake product in the name of AMERICAN TOURISTER,fake product AMERICAN TOURISTER,-0.25,31,7,"(5.8, 8.2]","(6.0, 13.0]",0,0,TRUE,,,,
496,496,5,Using as school bag for my 8th standard studying daughter,"Like: spacious, 5 compartmentsDidlike: nothing",Like spacious compartmentsDidlike nothing,like spacious compartmentsdidlike,0,33,10.33333333,"(8.2, 10.6]","(6.0, 13.0]",1,1,TRUE,,,,
497,497,3,Nice,Nice,Nice,Nice,0.6,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
498,498,1,Wotest product,The worest product very poor quality.Don't purchase this product. I do not give 1star also for this product.,The worest product very poor quality Don t purchase this product I do not give also for this product ,wor product poor quality Don t purchase product product,-0.4,55,5.222222222,"(3.4, 5.8]","(5.0, 5.5]",0,0,TRUE,,,,
499,499,5,Nice product,Nice product.. We were also worried about this product after seeing many negative reviews... But finally we got the product as it is described by Amazon... Don't think.. Go for it,Nice product We were also worried about this product after seeing many negative reviews But finally we got the product as it is described by Amazon Don t think Go for it,nice product worried product see negative review finally get product describe Amazon Don t think,0.1,96,5.466666667,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
500,500,5,... seeming large enough but somewhat small when arrived but perfect backpack for short trip,It was seeming large enough but somewhat small when arrived but perfect backpack for short trip! 1 with the product,It was seeming large enough but somewhat small when arrived but perfect backpack for short trip 1 with the product,large somewhat small arrive perfect backpack short trip satisfied product,0.292857143,73,6.4,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
501,501,1,Too costly for this quality,If u compare cost and quality then its a no match. Inner cloth is so thin that it will be of no use within 1 yr. Return item. Dont buy this,If u compare cost and quality then its a no match Inner cloth is so thin that it will be of no use within yr Return item Dont buy this,u compare cost quality match inner cloth thin use yr Return item not buy,-0.2,72,4.214285714,"(3.4, 5.8]","(4.0, 5.0]",0,0,TRUE,,,,
502,502,5,Good quality brand at this price,"Best quality at this price, top brand light material comfortable to carry in journey.",Best quality at this price top brand light material comfortable to carry in journey ,good quality price brand light material comfortable carry journey,0.5,65,6.333333333,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
503,503,5,Nice quality and decent price.,Nice quality. Product received is as shown in description. Happy with purchase thank you Amazon.,Nice quality Product received is as shown in description Happy with purchase thank you Amazon ,nice quality Product receive show description happy purchase thank Amazon,0.7,73,6.4,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
504,504,1,So what OK,I do not think the product will last long..,I do not think the product will last long ,think product long,-0.05,18,5.333333333,"(3.4, 5.8]","(5.0, 5.5]",0,0,TRUE,,,,
505,505,4,Good looking and lightweight bag,Yes this is water resistant bag but so lightweight otherwise good quality product,Yes this is water resistant bag but so lightweight otherwise good quality product,yes water resistant bag lightweight good quality product,0.7,56,6.125,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
506,506,5,Bag review,This bag is awesome it is comfortable to wear this bag is water resistant light weight and comfortable for travelling.,This bag is awesome it is comfortable to wear this bag is water resistant light weight and comfortable for travelling ,bag awesome comfortable wear bag water resistant light weight comfortable travel,0.55,80,6.363636364,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
507,507,5,Its only good for traveling not for anything else,Its good for traveling fat straps are soft to caarry the baag and the chain quality and stitching are so good or design print also good quality but not eligible to carry your laptop,Its good for traveling fat straps are soft to caarry the baag and the chain quality and stitching are so good or design print also good quality but not eligible to carry your laptop,good travel fat strap soft caarry baag chain quality stitching good design print good quality eligible carry laptop,0.55,115,5.444444444,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
508,508,5,Good Brand,Awesome product good quality in good price,Awesome product good quality in good price,awesome product good quality good price,0.8,39,5.666666667,"(3.4, 5.8]","(5.5, 6.0]",1,1,TRUE,,,,
509,509,3,Good,Good,Good,good,0.7,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
510,510,4,"Its good,, I get this beg 1 day before I purchased it in 599/- quality is so good ,",I will use it for trevell and after it I will update it,I will use it for trevell and after it I will update it,use trevell update,0,18,5.333333333,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
511,511,5,Nice,I like the bag but pure orange collour is not proper.All is ok.Like it.Buy for high item keptable.Thanks.,I like the bag but pure orange collour is not proper All is ok Like it Buy for high item keptable Thanks ,like bag pure orange collour proper ok like buy high item keptable thank,0.218571429,72,4.615384615,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
512,512,5,Don’t keep any second thoughts. Go for it,American Tourist kept its quality intact for more than decade .Quality always above expectation 👍,American Tourist kept its quality intact for more than decade Quality always above expectation 👍,American Tourist keep quality intact decade Quality expectation 👍,0,65,6.333333333,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
513,513,4,If you buy this under Rs.1000 you got your lucky...i suggest to buy this.,Nice product in affordable price I bought it at Rs.799 (32L)material like standard quality i think its water resistance you can use it for travel purpose........Thank you Amazon.,Nice product in affordable price I bought it at Rs material like standard quality i think its water resistance you can use it for travel purpose Thank you Amazon ,nice product affordable price buy r material like standard quality think water resistance use travel purpose thank Amazon,0.3,121,5.777777778,"(3.4, 5.8]","(5.5, 6.0]",1,1,TRUE,,,,
514,514,3,Very good product,Very good product,Very good product,good product,0.7,12,5.5,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
515,515,4,Good,Good,Good,good,0.7,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
516,516,5,Good,Idel backpack for touring and office use,Idel backpack for touring and office use,idel backpack touring office use,0,32,5.6,"(3.4, 5.8]","(5.5, 6.0]",1,1,TRUE,,,,
517,517,5,Very best bag....,Very best bag,Very best bag,good bag,0.7,8,3.5,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
518,518,5,Simple super,Wort money ...loved it ..... Got for 650 value for money....🙈😘,Wort money loved it Got for value for money 🙈😘,wort money love Got value money 🙈 😘,0.5,35,3.5,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
519,519,4,Go for it,I got it for 550 rs and it is just awesome 😅😍 loved it so much. Actually a trusted brand always gives trusted product,I got it for rs and it is just awesome 😅😍 loved it so much Actually a trusted brand always gives trusted product,get r awesome 😅 😍 love actually trust brand give trust product,0.5,62,4.25,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
520,520,5,"Perfect office, school bag.","Water resistant, light weight, durable.",Water resistant light weight durable ,water resistant light weight durable,0.4,36,6.4,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
521,521,3,Average,Width is not 22 cm it is 17 cm. Straps and the handle are not that thick or cushny. Bag is very light weight. In my view it is an average product. Not too good..,Width is not cm it is cm Straps and the handle are not that thick or cushny Bag is very light weight In my view it is an average product Not too good ,Width cm cm Straps handle thick cushny Bag light weight view average product good,0.1625,81,4.857142857,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
522,522,4,Worth of money.. liked it,"Worth of money.. liked it,Only clause is it is a bit small but over all nice product.",Worth of money liked it Only clause is it is a bit small but over all nice product ,worth money like clause bit small nice product,0.216666667,46,4.875,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
523,523,3,good,"back pack is good,but inner cloth/material for separation of compartment is not strong. so good for normal use.",back pack is good but inner cloth material for separation of compartment is not strong so good for normal use ,pack good inner cloth material separation compartment strong good normal use,0.396666667,76,6,"(5.8, 8.2]","(5.5, 6.0]",1,1,TRUE,,,,
524,524,4,Wonderful,This product water resistance quality is not good but traveling and light weight quality very good....,This product water resistance quality is not good but traveling and light weight quality very good ,product water resistance quality good traveling light weight quality good,0.6,73,6.4,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
525,525,1,Very poor,Very bad quality. Don't go for it,Very bad quality Don t go for it,bad quality Don t,-0.7,17,3.5,"(3.4, 5.8]","(0.999, 4.0]",0,0,TRUE,,,,
526,526,5,VERY VERY VERY VERY EXCELLENT.,"good bag which is durable, strong and tough. when we carry many things it feels very light as light the bag was empty. do not make choice this your best for grades 7 to 12.",good bag which is durable strong and tough when we carry many things it feels very light as light the bag was empty do not make choice this your best for grades to ,good bag durable strong tough carry thing feel light light bag choice good grade,0.374074074,80,4.785714286,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
527,527,5,Good product in reasonable price🥰,This bagpack is so good & also more space . Good product in reasonable price . I love itIts a light weight bagpack.,This bagpack is so good also more space Good product in reasonable price I love itIts a light weight bagpack ,bagpack good space good product reasonable price love itit light weight bagpack,0.5,79,5.666666667,"(3.4, 5.8]","(5.5, 6.0]",1,1,TRUE,,,,
528,528,5,Review by Dr Rajakumar,Nice bag.zips are of good quality,Nice bag zips are of good quality,nice bag zip good quality,0.65,25,4.2,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
529,529,5,Its a catch,"Nice color, nice quality.",Nice color nice quality ,nice color nice quality,0.6,23,5,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
530,530,3,Quite disappointed,According to money Quality is not so good,According to money Quality is not so good,accord money quality good,0.7,25,5.5,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
531,531,3,4,Poor matarial use,Poor matarial use,poor matarial use,-0.4,17,5,"(3.4, 5.8]","(4.0, 5.0]",1,0,FALSE,,,,
532,532,4,Okay Product,The product is Ok. Not so great. Can be used for light traveling,The product is Ok Not so great Can be used for light traveling,product ok great light travel,0.566666667,29,5,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
533,533,1,Disappointed,Product is not original brand.Fake chaines product.,Product is not original brand Fake chaines product ,product original brand fake chaine product,-0.0625,42,6.166666667,"(5.8, 8.2]","(6.0, 13.0]",0,0,TRUE,,,,
534,534,1,Worst Quality,Bad quality so returned the product it’s look like very cheap and local bag,Bad quality so returned the product it’s look like very cheap and local bag,bad quality return product look like cheap local bag,-0.1,52,4.888888889,"(3.4, 5.8]","(4.0, 5.0]",0,0,TRUE,,,,
535,535,1,Cheap Chinese Product,Cheap Chinese Product.Material is hard.no space for laptop.no water proof.Overall very cheap product.,Cheap Chinese Product Material is hard no space for laptop no water proof Overall very cheap product ,Cheap Chinese Product material hard space laptop water proof overall cheap product,0.101666667,82,5.916666667,"(5.8, 8.2]","(5.5, 6.0]",0,1,FALSE,,,,
536,536,1,Worst Quality,Very worst quality of a bag. I think Amazon a big company providing such a duplicate item.,Very worst quality of a bag I think Amazon a big company providing such a duplicate item ,bad quality bag think Amazon big company provide duplicate item,-0.35,63,5.4,"(3.4, 5.8]","(5.0, 5.5]",0,0,TRUE,,,,
537,537,1,Quality is not good,Bag have brand name but quality like a local products..Totally west of money,Bag have brand name but quality like a local products Totally west of money,Bag brand quality like local product totally west money,0,55,5.222222222,"(3.4, 5.8]","(5.0, 5.5]",0,1,FALSE,,,,
538,538,5,Mind blowing,"Too spacious, material is thick . Looks good. Original product",Too spacious material is thick Looks good Original product,spacious material thick look good original product,0.258333333,50,6.285714286,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
539,539,5,PRODUCT VERY NICE AMERICAN TOURISTER BAG,Nice and smooth bag good A++++++++,Nice and smooth bag good A ,nice smooth bag good,0.566666667,20,4.25,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
540,540,2,Poor Quality,Ye orginal product nhi hai... American tourist itna poor quality ka bag nhi banata,Ye orginal product nhi hai American tourist itna poor quality ka bag nhi banata,ye orginal product nhi hai American tourist itna poor quality ka bag nhi banata,-0.2,79,4.714285714,"(3.4, 5.8]","(4.0, 5.0]",0,0,TRUE,,,,
541,541,5,Good,Nice bag,Nice bag,nice bag,0.6,8,3.5,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
542,542,5,Lowgrade material,Product Quality is low AT loose faith of customer if they serve this quality,Product Quality is low AT loose faith of customer if they serve this quality,Product Quality low loose faith customer serve quality,-0.038461538,54,5.875,"(5.8, 8.2]","(5.5, 6.0]",1,0,FALSE,,,,
543,543,5,Excellent,Excellent,Excellent,excellent,1,9,9,"(8.2, 10.6]","(6.0, 13.0]",1,1,TRUE,,,,
544,544,4,Good,All over good,All over good,good,0.7,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
545,545,3,Don’t waste ur money,Waste bag.. there is no separate pocket for laptop..,Waste bag there is no separate pocket for laptop ,Waste bag separate pocket laptop,-0.2,32,5.6,"(3.4, 5.8]","(5.5, 6.0]",1,0,FALSE,,,,
546,546,1,Waste of Money,It is very bad quality bag. Don't buy this bag . It is do not justify the price. Cheap Quality bag.,It is very bad quality bag Don t buy this bag It is do not justify the price Cheap Quality bag ,bad quality bag Don t buy bag justify price Cheap Quality bag,-0.15,61,4.166666667,"(3.4, 5.8]","(4.0, 5.0]",0,0,TRUE,,,,
547,547,2,The quality was not up to the mark as expected. For 900 rupees the quality is very poor.,"Stitching quality was very bad, did not rough used but the threads are already coming out.",Stitching quality was very bad did not rough used but the threads are already coming out ,stitching quality bad rough thread come,-0.4,39,5.666666667,"(3.4, 5.8]","(5.5, 6.0]",0,0,TRUE,,,,
548,548,5,"Nice product, go for it!","Nice product, go for it!",Nice product go for it ,nice product,0.6,12,5.5,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
549,549,5,Must buy,10-Oct, Oct,  Oct,0,5,3,"(1.0, 3.4]","(0.999, 4.0]",1,1,TRUE,,,,
550,550,2,Quality,The quality of the bag is not worth....Better quality of bag we can get in 250₹,The quality of the bag is not worth Better quality of bag we can get in ₹,quality bag worth well quality bag ₹,0.3,36,4.285714286,"(3.4, 5.8]","(4.0, 5.0]",0,1,FALSE,,,,
551,551,1,Not worth,Don't purchaseIt cloth is like paperNow I can imagine,Don t purchaseIt cloth is like paperNow I can imagine,Don t purchaseIt cloth like papernow imagine,0,44,5.428571429,"(3.4, 5.8]","(5.0, 5.5]",0,1,FALSE,,,,
552,552,5,Good,Light weight durable good but not much water proof but 100%polyester,Light weight durable good but not much water proof but polyester,light weight durable good water proof polyester,0.55,47,5.857142857,"(5.8, 8.2]","(5.5, 6.0]",1,1,TRUE,,,,
553,553,2,Duplicate copy product,Duplicate copy product,Duplicate copy product,duplicate copy product,0,22,6.666666667,"(5.8, 8.2]","(6.0, 13.0]",0,1,FALSE,,,,
554,554,5,Good product,Original product and value for money product,Original product and value for money product,original product value money product,0.375,36,6.4,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
555,555,2,Need improvemrnt in product quality,Very thin and too flexible. Need improvement,Very thin and too flexible Need improvement,thin flexible need improvement,-0.4,30,6.75,"(5.8, 8.2]","(6.0, 13.0]",0,0,TRUE,,,,
556,556,5,Awesome,Awesome,Awesome,awesome,1,7,7,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
557,557,5,Good Product,Good Product,Good Product,good Product,0.7,12,5.5,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
558,558,5,Good for travel,"It is very light, comfortable and water proof",It is very light comfortable and water proof,light comfortable water proof,0.4,29,6.5,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
559,559,1,Not good for me but they can change quality I expect so you can buy if u like,Quality is bad and when I purchased it from my near by store it is good because it is American tourist company and bad compared to Amazon,Quality is bad and when I purchased it from my near by store it is good because it is American tourist company and bad compared to Amazon,quality bad purchase near store good american tourist company bad compare Amazon,-0.12,80,5.75,"(3.4, 5.8]","(5.5, 6.0]",0,0,TRUE,,,,
560,560,3,Not at all good,Quality is zero from brand like american tourister. .  After few months it starts torningGo for wildcraft instead.,Quality is zero from brand like american tourister After few months it starts torningGo for wildcraft instead ,quality zero brand like american tourister month start torninggo wildcraft instead,0,82,6.545454545,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
561,561,3,Affordable,Not as much expectedBut overall good product,Not as much expectedBut overall good product,expectedBut overall good product,0.35,32,7.25,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
562,562,2,Ok ok,"Its not worth the price paid, material is not good",Its not worth the price paid material is not good,worth price pay material good,0.5,29,5,"(3.4, 5.8]","(4.0, 5.0]",0,1,FALSE,,,,
