,Rating,Review title,Review
518,5,Simple super,Wort money ...loved it ..... Got for 650 value for money....🙈😘
519,4,Go for it,I got it for 550 rs and it is just awesome 😅😍 loved it so much. Actually a trusted brand always gives trusted product
520,5,"Perfect office, school bag.","Water resistant, light weight, durable."
521,3,Average,Width is not 22 cm it's 17 cm. Straps and the handle are not that thick or cushny. Bag is very light weight. In my view it's an average product. Not too good..
522,4,Worth of money.. liked it,"Worth of money.. liked it,Only clause is it's a bit small but over all nice product."
523,3,good,"back pack is good,but inner cloth/material for separation of compartment is not strong. so good for normal use."
524,4,Wonderful,This product water resistance quality is not good but traveling and light weight quality very good....
525,1,Very poor,Very bad quality. Don't go for it
526,5,VERY VERY VERY VERY EXCELLENT.,"good bag which is durable, strong and tough. when we carry many things it feels very light as light the bag was empty. don't make choice this your best for grades 7 to 12."
527,5,Good product in reasonable price🥰,This bagpack is so good & also more space . Good product in reasonable price . I love itIts a light weight bagpack.
528,5,Review by Dr Rajakumar,Nice bag.zips are of good quality
529,5,Its a catch,"Nice color, nice quality."
530,3,Quite disappointed,According to money Quality is not so good
531,3,4,Poor matarial use
532,4,Okay Product,The product is Ok. Not so great. Can be used for light traveling
533,1,Disappointed,Product is not original brand.Fake chaines product.
534,1,Worst Quality,Bad quality so returned the product it’s look like very cheap and local bag
535,1,Cheap Chinese Product,Cheap Chinese Product.Material is hard.no space for laptop.no water proof.Overall very cheap product.
536,1,Worst Quality,Very worst quality of a bag. I think Amazon a big company providing such a duplicate item.
537,1,Quality is not good,Bag have brand name but quality like a local products..Totally west of money
538,5,Mind blowing,"Too spacious, material is thick . Looks good. Original product"
539,5,PRODUCT VERY NICE AMERICAN TOURISTER BAG,Nice and smooth bag good A++++++++
540,2,Poor Quality,Ye orginal product nhi hai... American tourist itna poor quality ka bag nhi banata
541,5,Good,Nice bag
542,5,Lowgrade material,Product Quality is low AT loose faith of customer if they serve this quality
543,5,Excellent,Excellent
544,4,Good,All over good
545,3,Don’t waste ur money,Waste bag.. there is no separate pocket for laptop..
546,1,Waste of Money,It's very bad quality bag. Don't buy this bag . It is don't justify the price. Cheap Quality bag.
547,2,The quality was not up to the mark as expected. For 900 rupees the quality is very poor.,"Stitching quality was very bad, didn't rough used but the threads are already coming out."
548,5,"Nice product, go for it!","Nice product, go for it!"
549,5,Must buy,10-Oct
550,2,Quality,The quality of the bag is not worth....Better quality of bag we can get in 250₹
551,1,Not worth,Don't purchaseIt cloth is like paperNow I can imagine
552,5,Good,Light weight durable good but not much water proof but 100%polyester
553,2,Duplicate copy product,Duplicate copy product
554,5,Good product,Original product and value for money product
555,2,Need improvemrnt in product quality,Very thin and too flexible. Need improvement
556,5,Awesome,Awesome
557,5,Good Product,Good Product
558,5,Good for travel,"It's very light, comfortable and water proof"
559,1,Not good for me but they can change quality I expect so you can buy if u like,Quality is bad and when I purchased it from my near by store it is good because it is American tourist company and bad compared to Amazon
560,3,Not at all good,Quality is zero from brand like american tourister. .  After few months it starts torningGo for wildcraft instead.
561,3,Affordable,Not as much expectedBut overall good product
562,2,Ok ok,"Its not worth the price paid, material is not good"
563,1,Duplicate American tourister bag,Really very bad quality duplicate bag
564,5,Quality,So good and quality is okay
565,4,Light,"Bag is light, quality is poor."
566,5,Good& excellent,Like
567,5,Must purchase,Best product in this rangeMust purchase
568,1,Dont buy this product.,Worst product ever.
569,5,Nice,Good one
570,5,Not waterproof!!,"Bag ain't waterproof. I poured a glass of water on it and , it got wet inside just like any other bags!"
571,5,Value for money,Super good product...value for money
572,1,Not good quality,Not worth of money
573,1,Poor Quality,Material used for manufacturing bag poor quality.
574,5,Nice,Nice
575,4,worth it product,Quality of this bag was amazing and price was good so worth it.
576,1,SHOULD GIVE IT A ZERO STAR,Good design but poor quality.  Not recommended for anyone wants to use it for at least six months!
577,4,Satisfactory,Very good at this price..Brilliant productOriginal brand
578,5,I love this product,"It's a good quality bag for multi-purpose uses, for daily uses and for travel purpose, I am very much satisfied with this product😊"
579,5,Spacious and great,Good bag but the laptop pocket is missing!!
580,1,Low quality,Started tearing apart on sideways just after a month of buying ☹️☹️☹️
581,5,It's very good,It's so cool
582,5,Bag,Good for travelling
583,5,Nice build quality.,"Good product from AT. I like the bag, size is enough for daily routine offices, works but one more zip will be beneficial."
584,4,Worth for money,"Still a new one,  lot of space in it,  so u might get surprised how many things can b kept in it,"
585,5,Worth to buy,I am using this bag since Six months and still i love it..quality is really good..!!
586,1,Okay okay,It's okay okay. Not that great.
587,1,"Quality is like local product, Worst",Totally issue with product quality
588,3,not so good,good but the material used inside the bag is poor quality
589,1,Not worth for 900,Its very light weight not suitable for heavy weight backbag .. bag material is not good
590,4,Good bag,Good bag
591,5,The very economical and ergonomical,Very Nice and ergonomically designed to provide an incredible backpack 🎒
592,5,Good Bag At 900rs,Value For MoneyNice Quality
593,5,Good,Good quality. Looks good.
594,5,Perfect loading companion,Spacious and lightweight bag. Easy to handle and robust enough to bear the extra weight. Excellent product.
595,2,Too light weight material,Very thin fabric. Not suitable for more weight. Fit only for light weight and for small kids or inside home use only.
596,3,Bag is good but not water proof,Color is gud and for traveling it's light weight bt should b improved in water proof or resistance
597,2,Don't buy this bag,Worst material quality..I think this bag 2nd or 3rd quality.
598,3,Average product,Average product
599,4,Before Used,Today you Deliver to us.After using i can give review how is it.But everything looks so good.Hope it will last longer than any other.
600,5,Best at it's price.,Best in class before also I have used American Tourister bags which lasts for almost 3 years. Now looking for to this bag and they have provided alot of space in this bag which helps while traveling.
601,4,Go ahead,Adequate stuff by tourister and Amazon perfect stuffI m employee and used at least 3 months dashing stuff
602,5,Excellent,Excellent
603,1,college bag,Decent bag but doesn't look that durable enough zips and clothing feel flimsy. Feels like it will break anytime in the harsh situations.
604,1,Very bad quality product.,If Amazon and American tourister known by these type of poor quality products than I must say...stop buying from Amazon
605,5,Very good,Very good
606,4,Good,For travelling & light weight it is too good but unfortunately water resistance is not so much impressive
607,4,Value for money,Just ok..
608,4,Good,Good
609,5,Comfortable,Very affordable price on the sale. Comfortable and carries more!!!
610,4,Value for money!,Nice bag as per my daughter's experience. Lots of space & definitely value for money!!
611,1,Very very worst product,Worst product. It's doesn't look like original product. It's a duplicate one. It's not even water proof. Very disappointed ☹️
612,1,Not a orginal American tourester,I Think this product is Not a orginal American tourester.looking is very cheap 👎.low water resistance
613,5,Worth it bagpack!,Could have more capacity
614,4,Good product but not upto the mark.,I will say that this product is not water resistant at all. But the product is aswm .
615,4,"All about good, but print not good","All about good, but print not good"
616,5,Good one,Light weight
617,5,Just love this,"It is super....it is water resistance ,it has light weight ,and it us best for traveling. All over i love it most....highly mentioned that it is perfect for school students..."
618,5,Good.,"Very nice big and best. Genuine product must buy to use for college , office"
619,5,Loved it,Bag quality is really nice. Sent me Original American Touriter bag.Everything is good.Just loved it
620,2,Poor quality,I got a not a good quality bag
621,5,Overall Good,Very good product. Worth to buy it.
622,4,good,good
623,4,Superb,Super but disappointed with no laptop sleeve.and front white color words & white paint shaded.
624,5,Very nice but more money,"I am using it for my school , i am 6 standard, the disadvantage is more money but good quality"
625,5,Awesome bag in cheap,All thise things are awesome but I can't  feel that orginality and thats better for that price
626,4,COMMON THING,packing is not good. Can be use for 1.5 years. Quality is good. You can buy this product. It is good for the price.
627,1,Waste,Dummy product. Don't go for this one. Not original product. Waste of money. It dint even was used for few months.
628,5,Good,Useful product
629,1,Wrost Bag I Ever Seen In My Entire School Life Material Is So Thin,The Material Is So Thin I Mean It's Definitely Not Orignal But It's Local Than Local It Should Be Removed From Amazon
630,1,Duplicate product not real american tourister,"Its totally American tourister copy. its a duplicate product after washing its all paint peel off nd the serial no., american tourister write in the bag is also peel off and comes plane white"
631,1,wast of money dont buy this bag,Don't buy these bags because stitching is not proper... For me threads came out within 3months.. Go for other brands... Waste of money.. And no rating at all... Zero...
632,4,It's quite a good bag,It contain no rain cover which is a key point missing but the rest criteria it is quite upto the mark
633,4,Nice,Super light weight ......But because of light colour we want to matain
634,5,I am happy 😍😍,Good product 🙏 value of Money 💵💵💵
635,4,Ok kind,Ok kind
636,5,Trully pleased,"I want to say ,just in a nutshell that the quality of this is bag is so mesmerizing. Just loved it and thanx."
637,5,Amazing product,Very nice color as shown in pic
638,5,Budget Sack,Awesome Product from American Tourister.The colour of Sack is red and looks better.Quality of Sack is also Awesome.Thanks Amazon for Quick Delivery.
639,1,Don't Purchase it by just seeing the price.,"It is the bag which is not even worth for Rs.100/-, please don't go by the images and reviews provided by others (those review are self proclaimed by dealers). Purchase skybags and american tourister from genuine retailers rather than amazon."
640,3,Nice bag,Its not attractive but its ok ok
641,1,Very very poor quality bag. Material is very cheap.,On the street one can get more better bag than this.
642,5,Love,I received this product in a awesome quality. Thanks amazon for this great product.
643,1,Please don't sent a worse product to your customers,totally worst product which i received on that time and when I saw the same on I'll immediate raise the return request.im not upload the picture because I forget to take.
644,5,best,really nice and thank you seller.
645,1,Selling 1st copy product,1st copy product.. the same you can buy from road Shops at 200rsQuality is very cheap
646,3,Not recommended ; You could buy better at this price,"Every shade of the one colour was different , poor material but its lightweight and durable"
647,3,Good buy.. but no laptop compartment,Good one...but DNT HV laptop compartment.. otherwise it's good
648,1,Price is more than quality,Costly in comparison of quality
649,5,Worth it,Good quality good product anyone can buy for travelling or for office use
650,5,Loved it..,Best backpack ever purchased just loved it and good for high school inter and college and traveling
651,5,Superb,Nice one
652,2,Low Quality Material,i am using it for 3 months. Teared at edges of bags. Quality of material is low
653,5,nice,received bag in good condition and amazon delivery was perfect..the bag looks nice and price was little high.
654,2,Colour is not the same as shown in image.ok product . average quality,Average quality
655,3,Average product,Made in china product.. Inner sheet is very bad.. Not water resistance.. Average product..
656,4,Perfect,Really nice product...
657,4,Looks smart,"Nice bag, nice material and quite well for carry many things possible..."
658,5,Awesome,Had purchased it for my husband's nephew and he really liked it.
659,2,Torned,"It is really light to carry. No, water resistance is offered by the product. Good for travelling. But it is too weak to carry heavy things, it was torn after two months of buying."
660,3,Good,Very good quality.
661,5,American Tourister 32 Ltrs Black Casual Backpack,Quality as expected
662,1,Total waste of money,Bag looks ok in photos but actually it is very poor quality product. Delivered in one day but totally upset with product from such a brand name.
663,4,Ok,Ok
664,5,Go for it..,Product is genuine..
665,5,Good Product,"Nice productQuality is best, colour combination is very nice.At reasonable price product is very good"
666,5,Awesome deal,"I get the exclusive deal, thank you Amazon"
667,5,Good product,Product quality as expected. Good and durable. Will definitely recommend others to buy it.
668,5,Nice bag,Very spacious. Light weight good to carry.
669,5,Excellent product by At,Nice color. The product is almost same as shown in the picture. I gifted it to my brother and he loved it.Also I bought one more bag (blue) to my sister.. American Touroster is best one both in quality and economy..
670,5,Value for money,Value for money
671,5,Worth the buy,Amazing and original product. In love with it.
672,3,Bag is Not  up to mark,Product  is good but with in 6 monts jeeps was gone quality  of bag inside Is Bad
673,4,Nice & good,Nice & good
674,1,Low quality,Low quality product
675,5,Brand says it all,Strong bag ideal for Travelling and Is trendy too
676,1,Cheap quality,"Poor product do not buy, this is not a American tourister bag, made up of very cheap quality material"
677,5,Nice product.,"I like the bag but orange color shade. Is not in orange, it is in different colour. But product is so nice and attractive."
678,1,Bad experience but not the worst,Don't expect something good or sturdy. They will charge u price of gold to sell u brass.Nothing as expected.Don't recommend at all.
679,5,Light waight,Very nice product
680,1,Not compblable,This bag back side shoulder not compblable
681,5,Go without worrying,After seeing some reviews I felt worried but this is an awesome backpack. Using for 1 month totally satisfied
682,1,Don't expect,Not at all...Please don't bye this productIts so low materialAnd no extra space in bagSo please try another
683,1,Very poor quality,Not good at all it tore after a month use for college and the zip quality is also not good I prefer skybag or wild craft
684,3,QUALITY VERY LIGHT,THE PERSON WHO RECEIVED THIS BAG (GIFT) NOT SATISFIED WITH QUALITY OF BAG AS COMPARED TO PRICE.HE TOLD ME THAT IN SUCH AMOUNT MORE GOOF BAG WILL AVAILABLE .
685,1,Bad quality,Quality not good
686,4,Good product . Color will less brighter the image given,Product is worth of money.the color will be less brighter the the picture shown . despite it very good quality product
687,1,Not satisfactory,Within a week it has been torn from top side
688,2,Not worth the price many other bags available with better specs at same price,0 water resistance and bag is made with poor quality material
689,5,Companies good product,Good product
690,4,Awesome,Nice product.
691,5,Good ...value for money....,Light weight & stylish
692,2,I didn't like it!,For this money.. You can get something better for the shopAverage material and it's completely a lose for money.Not recommended
693,5,Best,"Best, but lack of Rain cover"
694,5,Best price light weight,Got it for 850.Light weight. Typical AT stronger.More luggage. Awesome product. Completely satisfied.
695,3,Normal,Normal
696,5,I love it,Super product.....100% original and specify product...1 year warranty card..and lite Wight...and beautiful colour combinations..i like it...
697,4,Light weight,Light weight but strong... nice product as seen in the pictures
698,4,Ok,Okay
699,5,It's good for children!,Its ok for travelling
700,2,Product is not sturdy,"I bought this bag for being used as a school bag, but the bag has already developed stretch and tear within 3 weeks of use."
701,5,product,Delivery time nice
702,4,Overall good,Everything is good about d bag. D only thing I'm nt liking is d net given in side of bag. It's too highlighting plus too hard.
703,3,Not So Good,Looks not good. Size is ok. Light weight.
704,5,Best,Best
705,5,Good,Original product
706,4,Up to the mark,"Useful ,As Expected,Impressed"
707,1,Disappointed,I am totally disappointed seeing this product. I think max cost this bag 300 to 400 but you guyz charge rs  1150 poor quality bag  . This is to much .
708,5,Travel buddy,Got it on discounted price in an offer. Its become my new travel buddy..!! Great product and thanks for the discount.
709,4,Nice,It's nice... All books can come.... 2 big pockets.... And I liked front pocket.... Look is very nice. Recommend
710,3,Quality good but space for Laptop is missing,Rain cover is missing. This is also a demerit
711,5,Worth every rupee spent,"Very stylish and durable, can carry full load on it without any problem"
712,5,Shreeyash Agarwal,"It can a lot of books and it is water proof, easy to open the chain it works very smooth"
713,3,Dont wash it !,"Its good but when i washed the bag , its design came off"
714,4,Price is high.,Nice quality with light wright
715,5,Good for official use,Spacipus and nice
716,5,Perfect budget bag,Perfect fitting and it doesn't have a laptop sleeve
717,1,Waste of Money,Bad product.the bag front zip is fail with in 2-3 times used.waste of money.pls don't buy this product
718,4,Not as per photos,As photographs no laptop section
719,2,PRINT QUALITY NOT GOOD,Grey print started peeling off after 2 weeks of usage..Not recommended for school/college use
720,1,Bad Quality Product,Bad Quality Product
721,4,Good,Good & worthy
722,3,Not as I expected .,I don't find a very good quality
723,5,Very useful,I likes it's quality...& Water resistant s also.....good product....
724,5,Comfortable and light weight,Good product overallRough and touch use
725,5,Light weight,It is really light weight bag.
726,5,Good product for students,This is a very good product as expected. It is light weight and is completely waterproof as it made of 100% polyester. It is very attractive too.
727,1,Fake Product,"This is a fake product, within 3 months got torn off."
728,5,Classic product,Its really light weight  durable and affordable
729,4,Quality,Good performance
730,5,Standard quality.,Vibrant colour. Apt for school use. Have to wait and see how long it can withstand the weight of the books.
731,4,Great product,"Very good product and it has a great design but the problem is that it is little big , and become dirty fast . It is best for traveling and for school."
732,5,Worth for money,Really original product nice
733,5,Nothing can damage it😎😎,Still going badass very bestest bag i love it thank you american tourister😀😀
734,1,Waste of money!!,Not durable.Facing problem in 1 month.And Amazon is not taking it back.Want my money back
735,1,Bad/Duplicate,Worst product. I think it was not original American Tourister.Will take up issue with the Company but before that would request Amazon to check from their end.
736,4,Good light weight decent looking.,Goid product for daily use in office/school/college es.
737,5,Best buy,It's a light weight backpack with durable fabric and stitching. I can say it's value for money as well.
738,2,Low quality Product,"I ordered this bag but a very bad experience,  quality of this  product is very bad"
739,5,Value of money,Good👍
740,5,Good Product,Beautiful bag for my school going 8 years old son
741,4,Good for travelling,Product is good
742,4,Neither happy nor sad,"Its not up to expectation, but this is not ur fault, it is fault of being online that u cannot touch the material..it is made of"
743,1,Bad product,Very bad duplicate product don't buy this
744,2,Not value for money,Not value for money
745,5,Recommended,Best packagingDelivery person is so humble.Received the product as shown in picture.#SatisfiedWorth buying.
746,5,Good product,Good product
747,4,"Color is not that much bright as appeared in the images, except that good product..","Color is not that much bright as appeared in the images, except that good product.."
748,5,Excellent product,Very nice
749,5,Wonder ful,Very good👍
750,2,Analyse it before you buy,Didn't think that I will get this with lots of difference....but the product is ok......
751,5,Nice,Nice
752,5,It has big space,"Bag is good ,it has have big space inside and the zip quality is very good"
753,5,Nice pic up,Nice choice
754,5,Good,Water resistance not checked.For traveling good.Good
755,4,Similar product.Good one.,The product is similar to the picture.Good quality.4 compartments.The chains are good too.But the bottle holder is not that satisfying.The delivery was on time.Nice packing.
756,1,Bag,Quality is not good.Its quality does not match with its price
757,2,Damaged,Its not an amercan tourister.It is fake.Dont buy this bag.
758,1,Made in China,Don't  use bags
759,3,Quality is not up to the mark,Quality is below averageNot up to the mark so i return the product.
760,5,Good,Awesome
761,4,Epic one at  middle range,It was a  light weight easy to travel all over the place and it's water resistance make the inner things safe better then others
762,3,More sturdiness required,It could be more sturdy... The water bottle holder net got torn within 3 months and even the bottom small pocket got a tiny hole as the thread loosened.
763,4,Good product.,Overall good product. Light weight. Same as picture. Bright colour. Satisfied. ☺
764,5,World-class band,Extra manufacturing for online market. Other wise sugar fine
765,3,Okay,Product is okay but I don't think it original American tourister brand
766,1,very very poorly quality,very very poor quality
767,3,Nice Bag For Travel,Nice and Easy to carry
768,3,zip quality is not satisfied,Overall ok but zip quality is not satisfied
769,5,Amazing,The quality and print of bag is very nice.....Its just amazing and worth for money
770,3,American touristar,Perfect backpack for college students.price worth it.bag shown in the image similar that I get.
771,1,Think before purchase,It's nice bag light weight without laptop compartment and easy to carry but it looks old while it's new
772,5,This BAG is great,It is large and easy to use .I carry a lot of weight in this bag but i don't have stress in the shoulders.Thanks for amazon to have a product like this.
773,5,AWESOME,THE BAG IS AWESOME AND SPACIOUS. MADE OF HIGH QUALITY MATERIAL. GO FOR IT.
774,3,Stitching isuue,stitches are not very strong...coming off after few days of use
775,4,Good,I review this product after using 2 year. It's a very good. I am totally satisfied.
776,5,Nice,Mast hai
777,5,Vfm,Good so far 2 month s
778,5,Worth buying,I like the bag. But you can't carry laptop in it.
779,4,Very bad quality. Doesn't look like real American टूरिस्ट,Quality is poor
780,5,Very Nice,Very Nice material and very good space to keep all your stuffs.
781,5,Value for money,It's best bag if you buy for RS 705 because I bought it and it's worth buying
782,1,Worst,The stiching at bottom went off within 2 weeks. Worst product
783,5,Excellent product...must buy it,Excellent
784,3,Overall rating two star,This bag is too big size. Not perfect for laptops. Not perfect for this price range.. Quality is too bad....
785,5,Super.. supp,Super
786,3,Ok,Not good
787,1,Not for travell,"Don't buy this if you want a strong material build bag ,it's not suitable for heavy usage like travelling but good as college/school bag"
788,5,Five Stars,Good
789,5,Good for daily use,"Awesome quality, durable, not very good at water resistant, but overall superb product for daily use"
790,3,Bulky bag,It's not what I expected... The bag is too bulky
791,5,Value for money,It's good for school going students because of light weighting... You can also used when your are traveling
792,3,Printing Qwality not good,"Printing Qwality not good(Americal Touristor Print on Front Side), but product is very good."
793,1,It's threads are of low quality,My new american tourister lost it shade and its threads were broken within 1 month of purchase.And now i cant return it or claim its warranty
794,5,Value for money,Quality is very good
795,2,Not american touristor standared.,Just ഫീൽ like copy of the product.Not american touristor standared.
796,4,May be useful.,Okay useful.
797,5,Nice product,Light weight
798,5,Good product for traveling,It is very good product.Only buy for traveling purposes.Not buy for college student uses.
799,5,Nice,I like very much of this product....cool
800,5,Nice bag,Quality is very good
801,1,Need support for warranty,"Very poor quality material, just teared in 2-3 days of use. Want to claim warranty but no support."
802,5,Best in class in this price,Good
803,3,not upto the mark,Its not upto the mark ...  its looking like a normal product having brand logo on it .. it doesn't worth 800 rupee
804,1,Not real,Quality of the product is not good at all. I doubt whether it is a real American tourister
805,5,Awesome,Awesome product
806,4,Very good,Good
807,5,Awesome product,"It's really an awesome product..thank you soo much, very light weight, and very comfortable"
808,5,Amazing Quality with Low Price,"Light weight,Suitable for College students as well as casual travelling."
809,5,Useful,Nice
810,5,Nice product,That's amazing product it's really nice
811,1,The Quality of this bag is very poor & lite weight,"This is not a good product, The Quality of this bag is very poor. It's totally Rubish."
812,5,Good,All
813,4,Not bad,on the bag that it is water-resistant and it is getting damaged
814,3,Not at all good,It's been hardly few months and bag has started losing it's stitches.
815,5,Worth purchasing,"excellent product in this range, spacious , light weight with elegant look"
816,5,expectations are full-filed,good one
817,5,Value for money,Good
818,5,Happy with purchase,Happy with purchase. Looks like good quality
819,5,Superb❤️,Nice product for price it is original american tourister product
820,3,It's ok,Not as spacious as one would expect or wish.
821,4,Awesome👏👍👍😎,"This bag has awesome and this bag very helpful to students, it has light weight and water resistance"
822,5,Bag,Nice bag.with good quality.i brought this for my sister.she liked it very much.
823,5,SUGGESTED.......,Perfect in colour...Light in weight....Best value under branded......
824,3,Not bad or too good,Yes it's light wieght and good looking but the front label started shedding down.
825,4,Good quality,Light weight
826,2,nothing interesting,"as shown in pics, bag quality is very worst. Only Americal T name is attracting apart from this Quality is worst then the local bags. Don't Buy it"
827,5,Worth for money,Good product with a large and 2 medium compartments.
828,4,Bag is quite good,The bag is good in every aspect.Very good for travelling purpose.
829,5,Bags,Excellent 👍
830,1,Not good quality,It tore off very quickly. Not sure if it’s authentic
831,1,Worst product...dont waste your money,worst product....low quality....duplicate product....please dont buy this....its absolutely sh!tty
832,3,Not good,Not good
833,5,MUSY BUY,"Superb Bagpack , Excellent Quality material,Water proof a complete package must buy."
834,5,Very good product,Nice out look and long lasting quality
835,4,Good,The product was good .👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏼👌🏼👌🏼👌🏼👌🏼
836,5,Nice,Total all is good loved the bag
837,2,Average Product,It looks like genuine product comes with international warranty but it doesn't look strong as we use to expect from American Tourister.
838,1,It is not original American tourister bags,This is not a orignal American tourister bags and not happy about this bags
839,4,Good quality,Quality of product traveling is good
840,5,Good,Good
841,3,Okay for regular use.,Looks completely different when you compare with the photo shown here. Quality is good. Prielce is high.
842,1,Not satisfied,Tell me if have a varanty for 1 year.The bag inner pockets are busted please confirm u gave me waranty on this bag
843,1,Worst,Duplicate product.
844,1,Worst Bag,"Within 10 days of buying, bag is torn."
845,3,Good but better to buy skybags,But not better than skybag quality
846,3,"Light weight bag, good for travelling","Bag quality is good and it is light weight, good for travelling"
847,3,Not satisfied,It got torned within 6 months
848,2,Not worth the price,"It looks like a local 4/500 Rs bag,And not a original brand.Very Sad"
849,5,It's looking very good 👍...,Very good bag go for it ..
850,4,3.5 stars overall,"Not water restistent, light weight, fabric is not as good as I have expected! Overall good."
851,1,Interlayer quality,Quality not good interlayer problem
852,5,Very good,Verry good
853,5,Original product,Good
854,1,fake product at bags come with warranty of 3 yes not 1 Yr and check the at symbol which is fake,check tag and warranty cardif warranty is 1 Yr then its fake
855,5,Supper bag,This bag has enough space to carry such things. Overall Excellent.
856,5,Good,Very good
857,3,Not bad,Good product. Best price 503rs . But not a water resistant
858,5,best quality and good looking.,best quality and good looking.
859,5,Nice,Nice
860,2,Every bag should contaim something for support so that it doesnot gets bend,"The bag is not as it is shown, there is no support system that's why the bag gets fully bend"
861,4,Bag is Good,Bag is good like capacity is perfect but i am feeling that quality is not upto the mark.
862,4,Not a Bad product.,"I like this product.Now going to test it's originality,  though it's real product from American Tourister or not ."
863,4,You can buy it without worry,It is a good bag got it cheap best in that price quality is also great
864,5,Good one,Good one
865,5,Good looking,Nice design and fabric but chains quality  is not good improve and u can put standards quality chains
866,3,Poor Quality....,Poor Quality....
867,1,not durable- the quality of the material is very poor,"its light weight, and good for casual usage of papers or some stationary. Not recommended for daily usage."
868,5,"Dont think so much, good product",An awsome bag!Good quality!
869,5,Perfect,Good
870,2,Don't go for this,Poor from Amazon doesn't look like original American tourister.
871,5,Very good buy.,Excellent buy for the price I got.
872,5,Not good,To low quality itt is very bad
873,5,Genuine Bag,Genuine Bag as described... Excellent... Suitable for all School going students
874,1,Fake product,Worst quality you could ever expect...fake product...making people fool by giving big discounts. I saved myself by returning it and i request people not to buy it.
875,5,🙂🙂,I'm using American Tourister for long time ago. Water resistance is very good.
876,4,Average look,Average
877,5,Very nice product,Very nice bag for children's and for travelling. There is very space in this bag and may secret pocket
878,5,Very good bag,Super
879,5,Osm value for money,Overall boht mst
880,4,GOOD QUALITY,Good quality and the only draw back Is no included rain cover.Rest of that good bag at this price range
881,1,I replaced this bag and again bag if damaged and poor quality don't but this,Please don't buy it the front side damaged or stiches are worn off don't buy this very very very poor quality
882,2,Layer are two thin,Jipper are good enough but problem in layer of bag too delicate
883,5,American tourister,I like the bag because it looks very cool and it's very durable
884,1,Fake product,Don't buy these goodsWaste of moneyThey sell duplicate goods in the name of American tourister
885,5,Osm,Very good
886,1,Shop books bags are better than this.,Dislike don't buy it.i order this product but not satisfied please do not buy it.
887,5,Perfect!!,"Gotvit for 600₹, wonderful bag, it is apt  for travelling and daily work."
888,3,Not Happy with the quality,Bag is Good but quality of stitching and material used is poor
889,2,Not so much gud....,When i see it online...it was looking awesome...after using it for 15 days i m writing it....that blackish white design start vanishing...actually its something plastic rubber which it peeling off
890,1,Poor quality material used to make the bag The top plastic coating is very weak,Poor quality material used to make the bag The top plastic coating is very weak
891,5,the backpack which I received is super cool and exactly like I saw in here (AMAZON),Its very useful and super comfy to carry around especially for college students
892,1,Poor quality,Poor quality
893,5,Worth it bag is awesome,This bag is awesome u should buy it in 999 rupee. Its a good deal in that price i am very happy about this bag this bag is 100 percent genuine
894,1,Bag,Thirt class bag.... very bad product....
895,1,Second copy provided by amazon,It se second copy of American tourister bag. The bag which I have received is second copy because it's quality is not original american tourister bag.
896,3,Average Quality,Internal quality is very poor. Not meet the expectations. But ok. It can be affordable at 599.
897,3,Not good not bad,Product is light weight and useful for travellingBut product quality is not good
898,1,Duplicate Product,Its 100% duplicate...was shocked when I saw the bag...quality was so poor and it's not original
899,5,It's really good go for it,It is light weight. Nice product & comfortable. l like so much
900,4,Nice,Good product...
901,5,Awesome 👍❤️,Just amazing product ...colour is very fine and look is awesome and most important thing is price i bought this backpack at 799...go for it....
902,1,Quality,Looking at the quality it seems doubtful whether it is branded
903,5,Nice,Very good
904,4,Awesom bag i like,"Very nice bag , material and all things all goodI years warranty with crad"
905,3,Fair,Previous i bought from American tourister showroom. In that rain cover(for bag) got along with Bag. but received one not having the rain cover.
906,1,Not good,Bakvass hai
907,3,No laptop compartment.,"Average , I expected a compartment for laptop but i did not find it in this bag"
908,2,Not durable,It is not good for rainy season.Bag material is not durable..go for something more sturdy in same price range
909,5,Superb product.,Nice and Light weight backpack.I want To recommend this bag to buy for travel and Office Use also.
910,4,Good,Good
911,4,Nice product,Good one you can go for it
912,3,Very dissapointing regards Look and design,Not a value for price it's very local designed output
913,4,Fantastic...budget buy,Budget buy..good material..spacious ...
914,5,Five Stars,Superbb product
915,4,Perfect backpack,Pretty good quality backpack.The colour is awsome.
916,3,😞 disappointed,Material and look is not satisfactory...looks like duplicate brand...
917,2,Bad one not real American tourister,Not as good as per my expectation.It has been damage within 3 month
918,4,Good looking,Good looking and light weight.
919,5,Good bag,Light and nice must buy
920,5,Why I not send the bill,Product is very good. but I am not received any bill please send me the bill
921,4,Best quality,"Quality , very good quality and big size bag"
922,1,poor quality,poor material. not waterproofrubbish product
923,3,Bad quality product.,Fabric looks good. But it is bad quality product.
924,5,Strong,2 years and still going strong
925,5,VERY GOOD,it is a good product and it can be used anywhere having lightweight
926,1,Not satisfied with the quality.,"It tore in just 3 months , inspite of 1 year assured warranty no provision made neither for return nor for replacement. I have the warranty  card  with me ."
927,4,Very good,Very good product
928,1,Ok,Ok
929,1,Worst experience,Very very worst don't buy this one even normal bag will have so e good material this is a very very bad material inside my bag has teared I am carrying in that bag only my one dairy and my files
930,5,Nice bag,Good quality and look
931,5,Tough & sturdy bag,"Good bag , value for money and good brand."
932,1,Bag quality worst not upto the brand reputation,Bag jagah jagah se fat gaya hai or use liye hue jyada time bhi nahi hua hai
933,4,Hmmmm,Good
