,Review ratings,Review title,Review
1520,5,Amazing Book!,Storyline is swift and gets good hold on the reader. I have seen all the movies but book is damn good. It has great details and that makes it more interesting.
1521,5,Very good,It was awesome. Now I know why it became so famous. One of the best books in my opinion truly
1522,5,Good book,Loved the book and imagination of JKR. Have read the book many times still like to read again and again.
1523,5,This book is amazing,This book was very interesting. In some parts my tablet almost slipped from my hands in shock. Recomend thismbook for kids above 9 and below 14 or 15
1524,5,Best book ever,Best book ever. Go and buy it. Money is worth it but you can read for free on kindle. Thanks
1525,5,The Magic Never Ends…,"a thrilling story of harry as he grows from an orphaned boy who lives with his mean aunt and uncle to an awesome wizard. Books 2,3, 4,5,6 & 7continue his edge of the seat thrilling story."
1526,5,Loved it,I am a big fan of Harry Potter series..This is the best fictional story ever. I ll look forward to read more..
1527,5,An amazing addition in the world of books,This series of books are my all-time favourite. J.K Rowling is a great author and can turn the most Dursley-ish person to a fantastic and totally devoted POTTERHEAD!!!!! ;-) ;-)
1528,5,I can never get tired of harry potter. It shall forever remain one of my favorite books. A book i can always reread.,"I would recommend everyone to read this book. Adult or child , either will enjoy the read. Its a story of magic, friendship and love. The three greatest ingredients of a perfect book."
1529,5,The best story,Loved the book more than the film.I am going ahead to read the remaining in the series. And ofcourse it's a best gift to an upcoming reader
1530,5,Good,Good good good good good good good good good good good good good good good good good good good good best better never done great
1531,5,It has everything,I am writing this review because of several reasons. First of all exceptionally excellent writing by JK Rowling and second is that it not only has everything from the aspects of life but also it always gives you a nostalgic feeling just by reading a few line of it.
1532,5,awesome -believe that,it was the greatest book I read but the amazon can make us read more pages rather than allowing only 6 pages to read  the delivery of book was awesome and story was also nice  make us read more pages to look inside
1533,5,Nice book,"This product is really nice. I have read the book as a free version, I have watched the movie and also the physical book and Amazon Kindle has done an amazing job of this."
1534,5,"loved this book , just give it a try","I am a potter jeadi assure u ,give it a tryi personaly love fantady books , i found this story amzing , jk rowling imaginations are extrodinarygive it a try"
1535,5,Filled of thrill and fiction,"This is the best book I have ever read. It is filled with thrill and fiction. So, I would prefer everyone to read this book. I gurantee if you read this book you cannot leave it.😀😀"
1536,5,Fantabulous😄😄,Fascinating book...I got a good quality and service was fine...this was my first Harry potter and I loved it ...thank God JK ROWLING wrote such mind blowing fantasy book.....
1537,5,Good book,This is a very a very interesting book and just loved the way every thing is so detailed. I think this is why Rowling is the best storyteller according to me.
1538,5,Well!! There are no words!!,It's always fascinating to amaze someone with magic and J K Rowling excelled it! Harry Potter will always be the greatest fantasy story among others.
1539,4,First time reader,I happened to watch movies first and now started reading books. There are loads of info missing in movies and something's are quite different in movies and actual book
1540,5,Worth To Read,Interesting Book .Well narrated .Good Character Sketch Defined And Take you in the universe of harry potter wizarding world Call it Hogwarts
1541,5,awesome !,"meet Harry potter and wierd creatures . know all about Hogwarts . super mystery , adventureus , scary . should read this book . come to know the difference between muglles ( us ) and the wizards . have a nice time reading"
1542,5,love it,"omgsies perfect combo of mystery ,fun.Lovee this book!!i reco.wnd this book so bd peeerefect love but there r some places where it ould be mor perfect but worth 5 stars  !!#awesome"
1543,5,read this if you like adventures,"it is just as wonderful as the movie although the book is better. Readers who really love reading adventerous books,it is specialy for them. Hope everyone enjoys reading this wonderful book"
1544,5,Love to read,Couldn’t stop reading irresistible magic wand  good good book for small children: the will be excited . Highly recommended for the children
1545,5,BEST BOOK EVER !!!!!!,"This is one of the most interesting books in the world! At first I thought it will be boring but when I started reading the  book I couldn't keep it down!A MUST-READ  for all interested in fantasy,adventure and HORROR!!!"
1546,5,Great book,"I like every time in the book except few spelling errors.If anyone not started with reading books, they can start with this."
1547,5,Brilliant!!.... needs no introduction.,"it is not a childrens book... if that is what you thought it to be. i read it a few years back, and not beleiving the hype about it bought the cheapish edition from the roadway stall on one of my tours. And boy!! was I suprised! It was simply un-put-downable. I went ahead, and read the first 3 sequels in that tour itself. Thereafter i awaited eagerly to get the next one and the next one after that.It is terribliy unfortunate that i have the non-original prints with me. And the ones i have are pathetic as far as print quality is concerned... so bad that i dare not include it in my collection.To set things right i just ordered the orginal from flipkart. I will reread it and thereafter add it to my prized collection.I cannot recomment it more highly. I think the older you are the better you find it to be...Enjoy being a kid once again!!"
1548,5,Great Book,Well... I first saw all the movies then read this book.... Just to say Great work done by J.K. RowlingGr8 story... Action... Humour... Everything 😘😉😉👏👏👏
1549,5,Worth it,"This book, if you ask me should me be in all libraries. More than magic, to the lost soul a direction to forgive and love not cringe and hate is beautifully placed."
1550,5,great book,best book i have ever read.Great book for children.Liked the paperwork .Qualitywise AWESOME!!!!! I recommend it . Everybody should read it atleast once in their life
1551,5,Always a joy,It is always a joy to read the books in the Harry Potter collection again.it never gets old and always feels like it did the first time. Wonderful read.
1552,5,King of reading,"This book .Is.AMAZING!!!!!!!! JK Rowling is the most fortunate person in the world  that she got this idea.Personally,I am a Potterhead. This book should seriously win a nobel prize.If it has,well done"
1553,5,Best book ever,"enjoued this book a lot . Nice imaginaton, I wish all were true Harry potter books are what i want. i have watched all the movies and loved harry potter movies and books"
1554,5,😍😍😍,It's Harry Potter😂😂 who would dislike itThough the gift packing was not quite as expected it was simply just a box nothing more no shiny wraps. A bit dissappointed
1555,5,Great read!! Lost track of time while reading it,"The idea, the detail- I loved everything about this book. It was more of an experience for me as if I was one of the spectators watching everything happen right in front of me."
1556,5,Great book,"Great book to read you cannot stop in between , very well written reading is better the watching , it's great"
1557,5,Best book of all Times,I like the characters and how they characters have been described just like in the Harry Potter Movie. Nice Story. I would recommend this to my friends.
1558,5,Very great idea of the author,"My first book of the Harry potter series.When I first bought the book ,I did not know what to buy .I wanted the illustrated one ,but I chose this book .when I fi"
1559,5,A childhood delight,It's Harry Potter and it's adventure what's more to say . The language used is very single which make it's a go to novel for initial readers
1560,5,A perfect book to escape from a daily boredom life,"A very interesting book. Makes you get lost in it's own world of magic. But the only wrong thing with it  is that  once you start reading it with, you can't put it down."
1561,5,Best thing to read on Christmas !,"I have heard that this book had to be shortened too much in order to get published.I could see that.But still, it is the best read I have had in months."
1562,5,Great,"It is a whole new world to witness, amazing characterisations and wonderful. This book feels me enter a new world and forgive all my personal thoughts"
1563,5,#Harry potter =awesome,I have read these series 7 or8 times (I lost count) and the only problem is you can't keep it down once  you pick it up and start reading it #HARRY POTTER = awesome
1564,5,Why I love JK Rowling,I really like harry potter and would like to read some of the others😍😍😁#thanks JK Rowling 😁 would love to read more from you.
1565,5,Just Read The First Chapter,"Firstly I thought It would be very boring to read a novel, but I am happy that it was a complete wrong notion"
1566,5,Amazing book,"We will recommend this book to friends, relatives. It's fiction and philosophy.some of the incidence in the book are magical."
1567,5,A very good book,I donno wat to say....I just took me to Hoggard and u felt like u was there...i loved it!!! Thank you for such a good book!!!!
1568,5,Immeesive and great story buildup,"Best book to read for beginners, it is really a good book to start reading as a hobbyBest part of the book was it was simple and didn't require much of thinking"
1569,4,Amazing!,Amazing book must read this book loved it would recommend everyone to read this book! Amazing author! jk Rowling is amzing
1570,1,it is not good at all,worst book i have ever readi read the first line and fell asleepi wish i could give zero stardo not read it it will be a waste of money i am assuring you
1571,5,Good book,"Action packed and funI liked the book cuz it had action,humour and everything else a good book needsFun to read"
1572,5,Amazing.,Well the best among the all books. A masterpiece by Jo.No other book can match the emotion and story like this.
1573,5,excellent,excellent
1574,5,magical,"JK.Rowling is the best !!! harry potter ,ron weasly, hermione gramnger , rubeus hagrid ,albus dumbledore ,draco malfoy the death eater and other made the story enchanting"
1575,5,Amazingly beautiful.,Movie looks like dud in front of this beautifully written book. Gave me a reason why books still matter more than even complex CGI/VFX. Take the portrayed characters from movie to imagine in your own way. Excited to read chamber of secrets.
1576,5,Just amazing!!,"Anyways, now I'm a pure blood 😂😉..............If you're a potterheadLet's say this together..............""For the boy who lived""⚡⚡🍾"
1577,5,Amazing,Easy read for kids and adults. The writing is simple and magical so that you can visualise and enjoy the whole world around Harry Potter.
1578,5,Just Amazing 😍😍😍,"Great experience, couldn't stop.As though you are in thereRe reading 🤫Gonna finish everything in the series.😏😏"
1579,5,Masterpiece of imagination,"The creativity and adroit narration made the book ""a valuable gem of imagination."" Finally , an excellent book which should be read even if you are adult."
1580,5,AMAZING!!!!!!!,it was a really goood book reading it was very fun .actually i like dumbledore the most.want to read chamber of secrets alsoby preyanshi soni
1581,5,Enjoy e-reader in a potterhead way,Who's doesn't love Harry Potter!?.... really liked the reading of philosopher stone on my Kindle..was able to highlight the points i liked👀❤️😌must try e-reading
1582,5,Magical !!,This is simply a splendid book. J.K. Rowings books are a great read and  they will not disappoint you. I have read this book many times but it never bores me. Harry Potter is a great book for all.
1583,5,This Book is so Good,"This is amazing, means like the story is so interesting n specially for the people who are addicted to novels or storys etc just like me. This is a really good book. U should surely buy it."
1584,5,Great book,This was a great book I enjoyed reading it. It's full of adventure and excitement. I recommend this book for 9+ years.
1585,5,superb,totally recommended to new readers if you want to observe awesome writing. The movies skip so much details the books possess.
1586,5,I have  always been a big fan of Harry Potter series. The book makes your head wander around the adventures of Hogwarts.,"This book is no doubt one of the best books I have ever read. After reading this book only one thing comes to mind, ""lets start reading the next part""."
1587,5,Wonderful and interesting,It was the best ever book I have read till now ...it would be interesting reading the others..love you Harry
1588,5,An amazing book to read and bring back memories of childhood.,"This is the best series of books by Rowling, and no wonder it is a massive hit.Wish she could continue the stories with another series."
1589,5,Excellent!!!!!!😃😄,This is what we expect from J.K.Rowling.She writes so well that it is almost impossible to take a break from reading.I am truly impressed by the content of the story.
1590,5,Rowling is most imaginative person,I just love  the books written by jk rowling.. She is very imaginative I recommend this book to everyone And should also watch the movies of harry potter. Jk rowling is a genius and always creates a masterpiece .. Loved it
1591,5,I,"I love it,it even tells me the things that are not in the movie, and I like how it puts so much detail on the characters appearance."
1592,5,Book to read,Excellent book for kids above 10yrs . It improves your vocabulary . The author has written a thrilling book . This book must be read .
1593,4,harry potter anf the philospher stone,a perfect start to a perfect sereiesby jk roling loved it a lot sti the best book of harry potter the story is perfect and a happy ending makes it more better
1594,5,Nice,very nice must read.. Delivered in a good condition.. Harry Potter books are the best.. Very beautiful cover and the book was packed properly..
1595,5,Amazing read!,J K Rowling is the best.She enchanted us with her great and easy to understand book writing.Good job!
1596,5,A 'MUST' read.,This one is one of the finest fantasy books I've read. The entire series is amazing. Everybody needs to read and feel the magic  J. K. Rowling creates through her writing. Loved every bit.
1597,4,Indeed a great creation.,"Takes the readers to a whole new universe. The imagination of the author is par excellence. As a die hard Potter Fan, I would definitely recommend the book."
1598,5,Must read❤️,It is impossible not to give 5 star for the book.Must read for all!!!!J.K Rowling makes us to believe that there really exists a whizarding world out there.The creativity..the little details of story makes the book more interesting.I cannot wait to read all sequels of the series
1599,5,j.k rowling rocks,"Awesome book.eveyone should read the book.harry potter rocks.entry of ron,hermione and especially of hagrid.i like it a lot........"
1600,5,BEST BOOK  ON EARTH,It is fabulous and i love this book. It is one of the best book.My elder sister suggested me to read this amazing book.First i told her that the title  is so long that the book would be borring …but now it is the best book ever on earth.
1601,5,Evergreen,"I am reading it again after many many years, still the same fun.There is no comparison, Sorcerer's stone has its own place"
1602,5,Awesome!!!!,It is so interesting . I totally recommend this book. I loved everything there was nothing to dislike about it.
1603,5,awesome,i love Harry Potter both the movie and bookawesome i hope there is a new moviehope i geth the hogwarts letterby pranav
1604,5,Get your Harry Potter adventure ready.,Amazing amazing and amazing ❤️❣️❣️❣️ I loved this book.Nothing more to say. This is of excellent quality.
1605,5,Amazing page turner by J.K Rowling,"Loved the book. Just regret one thing, I had watched the movie, but still it was a totally amazing experience reading the book."
1606,5,Amazing stuff this book has i love it. Great book wish i could read more,Amazing stuff this book has i love it. Great book wish i could read moreI an a fan of JK Rowling
1607,5,Pure spell bounding,"Amazing I never read that kind of novel before ,the best part which I really enjoy is the spells used by writer j k roll is commendable"
1608,5,One of the best book,Obviously....one of the best book ..I have watched the movie ....and still reading it ..so.. obviously ..not bad ..give it a try ...ull like it
1609,5,Need not say about Harry Potter! Spell-bounding story!,"Would recommend to all the kids, teenagers and even people in their twenties. Not just a children's book. The story and the dialogues are deep!"
1610,5,first book of harry potter,This is a very nice book for children as well as adults.I read this book when I was 9 years old which was written by Joanne Kathleen Rowling.Every child should read this book and the other 6 books.
1611,5,A great srory needs but a great story teller...,This series is Love... The plots and its twist... Just mind boggling! The way its written will inspire all upcoming writers.... 👌👍
1612,5,Absolutely mesmerizing,"Astounding plot, the way the magic is written, strong connecting story line. Imagination at its best. I just love this story"
1613,5,Excellent,Excellent excellent excellent...!!No other words required. Awesomest and best read for all. Wonderful feeling while reading the same. Going to read the next now.
1614,5,amazing book !!,fantastic ! loved the story . jk rowling is a phenomenal writter ....harrt potter roxxx!!!absolute fan:) i would recommend this book to all yong reader out there interested in fiction and adventure
1615,5,Good Story Lines,"The way story progress in this book is excellent. It can attract your full attention. If you want to understand this book, first go through the movie"
1616,5,Amazing book,The book got delivery the next day I ordered it.There was no bookmark:(The quality of the book is amazing'The only thing wrong with it is that you can't put it down':)
1617,5,Well! It’s better than the movies.,So long since I’ve read a book. The Book was quite good to be honest. A short fantasy book that you can finish in a day.👍🖖
1618,5,Revisiting childhood cubbyhole,"Coming back to the read after so many years down the lane of lost years, feeling spellbound and cast away to the half faded cubbyhole of childhood days."
1619,5,Perfect book to start your journey as reader,I thought throughout the book that why I saw the movie first. of course a book is book no movie can take its place. The story is very intriguing and writing is very simple to understand.
1620,5,One of the best books of the 20th Century!!!!!!!!,Even though i read the whole collection of harry potter. This is still my favourite one.You read this atleast once in your life :):):):):):
1621,5,Best book ever,I really like this book. This book is full of imagintion but it's too awesome in simple words I suggest you all to read this book.
1622,5,Out of this world,You're going to be immersed in the book when you read this.Superb book and author.No wonder it is so popular.Awesome 👍.
1623,5,Always a pleasure to read Harry Potter,-The simplicity yet thorough way in which each scene is depicted-The built up of characters-The amazing story line
1624,5,Magnificent,Its Beautiful. The colors on its front cover are awesome . Page Quality is the finest. Overall you don't have to worry about the quality of the book..and as of its content .. Everybody knows its best .
1625,5,Limitless imagination..,"Like a wild hound set loose, Rowling has let her imagination fly endlessly.. This book will remain a timeless masterpiece for all it's readers - young and old alike."
1626,5,Good,An excellent book recommended for both children as well as grown-ups...looking forward to read the remaining books of the series
1627,5,"An amazing experience even after I watched the movie first, if the fact that after watching the movie the book will be boring is stopping you from reaching the book. Then my friend, you are wrong.",The reading was fun. I really enjoyed the experience in Kindle. I absolutely loved it as if this is my first Book I am reading in Kindle.
1628,5,Great book!!,I have read this book more than five times but i still seem to not get bored with Rowling's  works. great imagination. Hope  she  releases something new related to magic!!
1629,5,HARRY POTTER AND THE PHILOSOPHER STONE,IT VERY GOOD AND IT WAS VERY HELPFUL TO ME ... I REALLY LIKE THIS CHAPTER.. BUT I Didn't OPEN THE NEXT SERIES BUT I HAVE  MY KINDLE SUBSCRIBETION
1630,5,Book review,"It is very clear and is just like the real book,word to word.I really liked reading it as well.Very good"
1631,5,Amazing book,This is the best book I've read in a decade....I honestly love and adore it...jk Rowling 's books are the best
1632,5,excellent book,super duper cool book must buy if you are a potterhead and all of the one star rates are going  to die
1633,5,Good book and great start to a long saga,"J K Rowling has introduced us to a world that's detailed, dark and magical. Character intro is amazing. Happy ending."
1634,5,Amazing Experience,"Although I have seen the movie and then reading the series. But, it seems I enjoyed thoroughly reading it and it was an overall rich experience."
1635,5,The most amazing book i've ever read!,I must say that all the harry potter books are just amazing and fantastic.The fantasy world seems to be so realistic!!!.A must read for everyone
1636,5,Brilliant,"Even after so many years, reading so many times and watching movies, the book never seizes to amaze, you get so engrossed in the story."
1637,5,Fun to read than watching the movie,"Fun to read than watching the movie. Movie had cut more fun facts, interesting incidents out. Really enjoyed reading the book."
1638,5,Very nicely written,I liked the  book very much .Author NO Rowling amazing awesome work. I liked it a lot. Only if the others were free too.......
1639,5,This book never gets old,The book still gets my heart thumping. It is like I'm reading it for the very first time. Forever and always.
1640,5,Outstanding,More enjoyable then movieYou can understand and get more than from the movieImagination go beyond must read the book
1641,5,Simply magical,I thought the movies were a masterpiece but the I read this book. So many words that hide a deep meaning inside them are embedded in this novel
1642,4,Wow what a book,My children are loving it so much. They have finished watching the movies and that generated the interest in them to read these.
1643,5,A wonderful gift for Diwali,Loved it !! Finally the book for which I was waiting hard . It arrived in well packed order but the bookmark was missing well no problem .. So being potterhead the book is just delight for all fans ❣️
1644,5,Mesmerising,Reading it after a good 15 years atleast....and it still gives me d same joy that it gave to me as a school kid.... Moving on to the next one!!!!
1645,5,legendary,this book is legendary i read all in the series exept harry potter and the cursed child legendary legendary .and i loved the part where dumbledore plans his death with snape
1646,4,Loved it.,Was a nice read. Watched the movies already but going through the book make me think some moments in the movie from a whole new point of view.
1647,5,Loved it!,Absolutely loved it! The story is so creative and appealing to everyone who reads. Huge Respect for J.K. Rowling. She is just great.
1648,5,Very nice Book,A must read one in a Lifetime! Definately owes you another world. This series is I will call a life changing experience if you have finished it.
1649,5,SUPERB!,Very  interesting book and  I keep on reading it.Its true that the problem with this book is we can't put it down.The cover page is very beautiful.
1650,5,... kids who read harry potter grow up to be good human beings,It's been proven that kids who read harry potter grow up to be good human beings. Highly recommended!!!
1651,5,Amazing,Such a entertaining book it is. Hooked me up with words. Easy to understand. A perfect thing for holiday. Thanks for this JK
1652,5,Interesting  writing  takes  you  to another  world,Surfing the  network and the movie I  like the characters  and their set goals and elaboration of the content very nice
1653,5,Best book ever,Please read ...there a lot of things which  doesn't happen in movie .so if you liked the movie.. Then you will feel in love with this book
1654,5,The BEST OF BEST,"The best book I ever read.The coming of letters and arival Hargrid on his B'Day  and telling him that he is a wizard and had a place at HOGWARTS SCHOOL.The sending away of Dragon,fastest snitch catching record by HARRY POTTER,the forbiden forest and the PHILOSIPHER STONE discovery.The worker of U know whom(a suspence till the last).How I can forget the Mirror of Erised."
1655,5,outstanding,Such a good book you can't stop reading it especially for book lovers.Chamber of secrets is nicer than this though.Best for night reading.
1656,5,About Harry Potter and the philosophers stone,It is a fantastic book about magic and its wonderful thighs that can be done and the bad things that can be done
1657,5,Ofcourse the best read.,Something that can be read by readers of any age. One would find something or the other relevant and connecting.
1658,5,Just wow,Never felt like keeping it down for a minute... Love to be in Hogwarts... Can I get an owl with admit parchment please...
1659,5,Roller coaster experience,"One of the best fiction I've ever read. Many mysteries yet to be revealed, hoping for much more fun in the latter books."
1660,5,superfy,I love to read books like geronimo stilton but when I first saw this book I fell in love with Harry Potter. It fells like magic really exists
1661,5,Must read,Fascinating read. Very well written. Once you start reading you won’t stop until you’ve finished the book. Loved every bit of it
1662,5,A great experience,"A great experience by reading the book, really have more information than movieWill continue with the further set of books"
1663,5,Childhood memories,Thrilling and adventurous .Good reading time in the period of lockdown. I love the adventure journey of harry potter
1664,5,The book made me relive my passion,It's  always fun to read fantasy because you can take a escape from this hectic live for once.Thankyou to writer.
1665,5,Love it,I thought I’ll never like Harry Potter but when I started reading it I couldn’t stop love the book recommend it to yall
1666,5,Great,Great book. I now know why the Harry Potter series is so so popular. Can not wait to read the next one
1667,5,Love it!,This is one of the greatest series of all time. It just takes one to another world. Leaving us hoping the magical world actually exists.
1668,5,Fully Satisfied,"This is a must buy product. Printing , cover page,etc. everything is good... Fully Satisfied.."
1669,5,Amazing,This thing is an extreme page- turnerYou just can’t stop reading this mystifying book by my favourite author- J K Rowling
1670,5,The dream is just the same!,Reading it the 3rd time now and the magic is still awesome. Will fall in love with it again soon! ❤️
1671,5,Very Nice Book,Have read it whole.Very nice language and story line.Very nice book for children and students during holidays or vacations.
1672,5,Amazing book,"I just couldn't stop reading this. Whenever I wanted to stop, I always ended up reading at least 5 pages or more. Awesome book."
1673,5,Better than moviee,I really like the book....it is really interesting....it is more interesting than movie.....the book is more detailed than the movie.....
1674,5,A great casual read.,"A very simple writing style, yet very engaging and very interesting. The novel itself requires no explanation as it is already renowned"
1675,5,Loved the book more than the movie,"I just wanted to read it specifically after reading the last book, Harry Potter and The Cursed Child. And it was a great experience 😊."
1676,1,By Severus snake,Harry has not been a good student.He asked me in the middle of a class may Igo to potty sir.So i named him harry potty.
1677,5,It is  very  interesting,It is  very  interesting  mesmerizing experience. Good  Nice well done This book is well understanding 👍 👏 👌 😀 😊
1678,5,A REALLY GOOD BOOK FOR YOUNG ADULTS,i read this book just as it was free on kindle unlimited but it is not easily famous its word story everything completely awesome must read
1679,4,Very good!!,Read the book afyer watching the movie!But book has its own experience!! Loved it anyway!!Shall start with next one soon!!
1680,5,Great,It's a lifetime work..  And i love this imagination very much...  The way it started from real world to a imaginery world us superb..  I love the characterization...
1681,5,Just extraordinary,No words to explain  wonderful brilliant marvellous outstanding no more words trembling in happiness. It deserves 15 stars and more..
1682,5,Lovely,Great book..a lot better than the movie obviously..Every one should read it once atleast..It has great vivid description of each n every detail..
1683,5,Amazing,Wonderful imagination..I can read it again and again. Love dobby to the core. Hat's off to J.K. Rowling. Someday will surely visit Warner brother's studio at London.
1684,5,the best magical adventure,this book and the books following it are full of suspence And adventure it is sure to keep you busy for a long time
1685,5,I just……LOVE THIS BOOK!,I just fell in lve with this book.I first read it in kindle and bought the hard copy of it…I read it like some 1000 times by the month had wnd.
1686,5,Quality,"It's amazing.... I mean which person would not be a Potter head ....nd for me as a potterhead , quality is super nice .... lovely ❤️"
1687,5,Great,Really loved it. Much better than the movies. I am gonna continue to finish the series.Much recommended for all ages.
1688,5,"Like it ,love it","Read it for the first time and couldn't stop reading, fully engrossed in it"
1689,5,Better than the movie,Good interesting book for kids. It surely is better than the movie . I recommend to read the book before watching the movie.
1690,5,This book will be one of the best books I have read in my entire lifetime,This book will be one of the best books I have read in my entire lifetime. Each line is worth reading and every page gives a breathtaking experience ...
1691,5,It was a very good story,It was niceIt had a very long and best I have readI liked the twist in the dragon chapter
1692,5,Delighted,"Harry potter is a must read for the kids having interest in the world of magic.After starting I was so anxious to turn over pages and just read, till I reached the end. Harry is the one whom I liked and cheered the most in the whole plot."
1693,5,For the love of complex fantasy worlds!,After reading this fine work of art by J.K Rowling one can easily understand why this book was one of the bestsellers of its time...
1694,5,Epic of modern age,This book helps! Helped me recover from a loss.  Teaches about important things people must value. Thank you J.K Rowling.
1695,5,Best.,I love Harry Potter. It's the best book ever. I would recommend everyone to read this book once in life.
1696,4,It doesn't do to dwell on the dream and forget to live😃,"Seven magical stories..... one epic adventure......""he will be famous a legend I wouldn't be surprised if today was know as Harry Potter day in future... There will be books written about Harry ""- Minerva McGonagall"
1697,5,Really love it..,I love it.. soo better than the movies.. many characters and scenes that are important for the main plot are missing in the movies.
1698,5,Excellent,A very good and interesting book of imagination and fantasy . The story is based on a boy's adventure and doings
1699,5,Best fiction ever till date,"I love everything about this book,, its best adventure , i bet, best read in quarantine, go for it. Its the best"
1700,5,Favorite Book,It was so good nothing to dislike about this amazing book. Jk Rowling is such an great author and this is my favorite fantasy book.
1701,1,worst book ever read,worst book ever read never read this book it was the first book of harry potter series never buy this booknever buy this book by kindle unlimited or by rupees it is my experience i am telling you.worst book ever
1702,5,Wow,Wow What a wonderful book I like fantastic beasts more  but this is a thrilling book I wish I could read a century of these kinds
1703,5,Loved it,Nothing to be written here. Lovely narration and story telling. Binging on the rest of the books soon! Love to read through all the books at once.
1704,5,Interesting Read,"This book is a fun read, even after you have seen the movie a lot of times! Really transports you to Hogwarts while Reading! Loved it."
1705,5,Awesome.,Perfect. Loved it. Worth the hype. Beautiful world and characters. All traits of a good story. You will be smiling in the end.
1706,5,Wonderful,"Loving this book, So much of adventure, so smooth writting that I can see the scene in my head, now I am a little Potter head."
1707,5,how is this book ?,"hello,my daughter had readen this book when she was 5 year old she said me that papa i want all harry potter series to read its amazing book !! buy this book on Amazon"
1708,5,Good books live long,"Reading this book little late in life, had be a good book worth every minute spent reading. Happy to have read it now."
1709,4,Just Awesome 👻❤️,Book's Awesome 🤗❤️ but I ordered this book as a gift with gift box 🎁 and I paid 30 Rs box fees too but didn't got gift box 😠 #Fraud of 30 INR
1710,5,Kabir,Good book and the story is nice and I think it is a good book and I like the story and is the best book ever
1711,5,Mind blowing,Interesting at every point.Couldnot wait for the morning to continue reading the book.Soon I'll go to second book
1712,5,Amazing,Harry Potter and the Philosopher's stone welcomes us to the grand world of Potter-heads and one's never too old for this one.
1713,5,My first reading experience,"I read my first in my life and this is the best one for that. I watch the movies ,so reading it remind me of every emotions i experienced during movie. I am glad my sister recomended this to me"
1714,5,Good read,"Had watched movies, thought will read the originals. It's engaging and good page turner. Hoping to finish reading the series."
1715,5,Enchanting!!,"You just get mesmerised with the world of magic.. You can just feel the magic around you, it's like becoming a witch or wizard. Must read! #HP"
1716,5,We all know how good it is!,"Here after the movies though... Nevertheless, still a great read! Gotta get reading the rest of 'em. Heaven for Potterheads!"
1717,5,Good,"Awesome , best quality print , both outside and inside , looks beautiful and pretty from outside , the cover is so good too."
1718,5,Love,Amazing book as always! Recommend this to all who love reading. One of the best fiction fantasy book series of my childhood!
1719,5,Outstanding,"The book has more details than the movie itself. Great reading, can' t wait to read the other title. potter heads.."
1720,5,An Intense Story Telling,A Gripping story telling made the experience even more better and how well the character of boy who had nothing to who can make a difference made this story an enjoyable experience!
1721,4,Really great experience,"Book is really good, better than movie. Go for it . I completed in 2 days . It was really nice experience."
1722,5,A good read,A good read . Watching the movie again after reading is a different experience. A must read for all Harry Potter movie fans
1723,5,Great Book,I really loved reading this it is full of interesting ad exiting stories . I really suggest that everyone should read this.
1724,5,Harry Potter,It is nice book. Very interestingi just love it.I have brought it and you may also but it nice book just love it ❤❤❤❤
1725,5,My opinion,Because it is a amazing story and very nice for kids I really enjoy reading this book on amazon kindle
1726,5,Epic,"Best start to the world’s best series. The characters and plot were really epic. Hats off to Rowling, she did a great job!"
1727,5,Very good book,This is very interestingI enjoyed it a lotThis book inspires me to also write a book like this
1728,5,Just for fun,Just for fun to just check what is the difference between the movie series and the original writer view in series
1729,5,One of the Best books,"This one of the best books, very interesting, grasping. Got sticked to book till the end. Mind-blowing and overly exciting."
1730,5,Awesome,Recommended for all harry potter fans . Also very short book and shall buy this book for all children.  Outstanding
1731,5,Five Stars,i completely loved the book.its a masterpiecemust say jk rowling is a genius
1732,5,Cover is great.. story is as usal bring childhood memories,Cover is great..story is as usal bring childhood memories back
1733,5,excellent book .,book mark was not given with the book. i hope your understand my problem . please include a boor mark with this products.
1734,5,Harry Potter..Love it,Great Book..This kind book help u to get out from your reading block ..And the harry potter series is been great
1735,5,Great book,I enjoyed reading this book. I want more and more people to read this book. I would like to recommend this book to all the students studying in class 5 and onwards.
1736,5,Excellent start to a magical journey,"Thoroughly enjoyed reading the book. Detailing is good, each character has its own unique identity. It is a page turner."
1737,5,Best book,Was a very nice and funny book their are many more things in the book than in the movie so it was a good time reading it
1738,5,Best Book Ever,Greatest book of all time.I could've given 112% stars only if you know what I mean!....A must read.
1739,5,Wonderful,"I like the story 😄😄 . Nice story writing . Keep up the good work, sometimes I wonder as a Hogwarts character."
1740,5,Best of all times,A must read bookI Recommend to you all to read this book thank you JK Rowling for making my life so exciting in this lock down
1741,5,Best,One of the best books I have ever read. Going to watch the film now. I haven't seen them yet.
1742,5,Amazingggg,Takes us into world of magic  . Makes us fall in love with characters . Loved it . ......... .
1743,5,Perfect find,Very good but what I must say is that I liked its concept.Very attractive .No words.Excellent and I liked the movie also along with the acting of Harry Potter .
