,Review ratings,Review title,Review
388,4,Lasts long - works perfectly,Before buying this I tried couple of racquets but none met the standards of this one. The best thing about it is the battery life. It has been more than two weeks and it is still working after its first full charge. I strongly recommend this if you are looking for a stable mosquito racquet with a long battery life.
389,1,Used product was given to us,"When we opened the package, we noted that product was not new piece but a used one. When the button was on, it was having current without us charging in at all. The racquet had all dirt, small feathers & web on the net. It is a used piece that is been given to us. Really bad."
390,1,Horrible! Don't EVER buy this crap,"Such a pathetic product. It worked fine first twelve days and then stopped working. As I tried to replace the item, realised the replace window closed in ten days from the delivery!Don't be fooled by 'hits brand, it's a useless product"
391,5,Good product but Chinese.. .,"Robust product. Battery life is more than one month for single charging.But product is Chinese. Think before buy, it's only negative point.I am using from last 3 to 4 months. This is best product performance wise. I recommend to buy if you are looking for durability.  One charging is enough for 2 month."
392,3,"Not very good experience, it's fragile...","Bought it for around Rs.550It was a great device to get rid of mosquitos and other insects, but after 3-4 months it stopped working , only the led is working . I charged it several times , still it no longer killed mosquitos ,so it's not as sturdy or durable. As the lockdown started I couldn't claim the warranty either , and gradually it went out of warranty."
393,1,Poor quality.,"Did not last even one month, the bat doesn't work anymore. The light is still working but not the electric bat doesn't. Apparently it comes with a 6 month warranty but dont know whom to contact."
394,5,Nice moskito killing bat,This is nice mosquito killing racket but first I received this product broken from net then I replace it. After replacement I got this bat nice now it is working well overall nice product
395,1,Substandard product,I bought Anti mosquito racquet last year April and it worked fine until this year. The plug got broken and I ordered another one because of its good performance but this time the racquet stopped working within a month. Putting this review as somehow I feel the company either is manufacturing substandard products now or has changed its manufacturer.
396,4,Better one with a little bit high price. Worth the money it takes.,"I got the product today so Sturdiness, Battery life, Durability is yet to be tested. But at a glance the product is way better than the local Chinese rackets. I got it for 311.00"
397,1,Stopped working right after 3 months,"I had purchased this mosquito racquet on 23rd November 2021. It was working fine till 20th February 2022, then it suddenly stopped working. The only thing working in the racquet is the LED indication light and LED spot light. Worst purchase. It has nothing to do with the company name. Only the company’s name has “HIT” in it but the racquet isn’t “hitting” any mosquitoes"
398,3,Brand value doesn't matter,Well i thought that this one should be better than the ones available locally because of brand. But it's not like that it's the same thing. So don't go for this rather go for local shop and buy where you can atleast test the product.
399,5,Worth the price tag,At first I was very hesitant to buy it due to the 499/- price tag; especially since at local stores you can get it for close to 150-180 bucks. The local store products although work well are very delicate and need really high maintenance (have to be very careful while handling them).This has turned out to be a really good buy. It is rugged and has taken quite a few falls. There is no give in the racket shape and the battery is still going with only being charged once in between
400,4,A bit defective but still usable,"The push out mechanism of the bats are a little defective, as they need to be pulled out for charging instead of sliding out when pushed out. But they are doing an effective job of zapping the thousands of mosquitoes we have at our place!!"
401,5,Good product with impressive battery life,"My usage of this mosquito bat is limited. As per my observation, the body built of this bat is decent and the finishing is nice. Battery life is impressive. I would recommend buying this bat if you looking for one online."
402,5,Best in quality,Brought it for ₹399. Very sturdy product with decent battery life. It comes with 6 months warranty which is genuine and process is simple. The one originally purchased had an issue with the battery but got it replaced as it occurred within 2-3 months of purchase. And the replaced item is now working fine for over a year now.
403,1,Failure - not working - it failed to work within 6-months - scrap and brand HIT is a misleading,"This has 6-months warranty. I brought in Aug-2020 and now Dec-2020. This is not working. I need replacement or money back. Though it seems  am reporting in 6th month, it is not working from many days before."
404,5,I trust Godrej. Bat is satisfactory.,I purchased it 2 months back. . So far I am very satisfied. I can't  comment on durability. Bat is sturdy. Battery charge is holding. It also depends on how carefully we use without banging it on chairs or table corners.I bought it because it is from the house of Godrej. I trust Godrej.
405,1,Defective product it's  not working from the day first,It's  not working from the day first
406,5,Waste of money.  Third class racquet.,"Price could be less.  It's easy to use. Lightweight with amazing look.  Will update more after using for few days.So,  after a few use,  not even a month,  it's led light not working.  Racquet even not working properly.  I thought it's a brand of Hit so it would work good,  but I was wrong.  It's a third class racquet.  I request everyone not to buy this racquet.  Waste of money."
407,5,Very good light and sturdy mosquito racquet,"The mosquito racquet is very light but pretty strong and sturdy. Due to light weight of hand stays agile to change path along with mosquitos. So, we have higher success rate in killing them. The battery life is very good too. Not recharging even once in two weeks. I also have  Nippo racquet, which is really solid but pretty heavy too, because of which our hand can't move fast enough."
408,1,Don't buy,It is better to buy local 200rs racket than this. The button to press up down got loose in 2 days and the bkue light got dimmed in 5 days. The current is also not effective.
409,1,Same as Platform level quality! Wroked only for one month!,Don't waste money on this product! Better to buy on platform at lower price! Worked only for one month and later stopped working! Third class product with a brand name!!
410,1,Wastage of money.,I bought a Hit anti mosquito racket.its not working and you cannot return it to the seller.about warranty it's misleading as you cannot contact the seller so where will you get the warranty.never buy from sellers who have no return policy.wastage of hard earned money.i had to give one. Star as without that you cannot post a review.
411,5,Excellent Product,It discharged after hiting insact. We have to again press power button for activate electricity after that only next insect will be die
412,1,Very bad service of Godrej hit,"Very bad service when comes to warranty .i have claimed for warranty and my product was in the warranty period . However on multiple calls and email , no reply from hit service centre or I can say very bad Godrej product and services. Infact customer care number is not valid . Would recommend not to buy this product ."
413,1,received damaged product,Damaged product received but the return window got closed as we opened the packet after some time due to COVIDPictures show that the charging pin is damaged and only one pin comes out ....How to claim 6 months warranty as I have bought this on 2/09/20. Kindly replace.
414,5,Rock-solid mosquito racquet with LED 4 darkness.,Rock solid Mosquito Racquet with in-built LED light to spot & kill mosquitoes. Build quality is so good that it feels like one can play tennis with it. Functions as exactly expected. There's one issue though and that's the charging plug being weak.
415,1,Stopped working within a week . Product quality not good now,It was a good product earlier. When I bought it second time last month it's charging pins stopped working Within a week. Couldn't return it as we're not well .product quality has gone down now .high price low performance product now.
416,1,damaged product received two times,"Pathetic service by seller. First time product was not working , when asked for replacement they delivered damaged product , which was clearly visible"
417,4,Working fine,"The only reason why I didn't give 5 is bcoz I couldn't register my warranty. I bought this about a week back and it is good and working fine. I specifically bought this on seeing 6 months of warranty, I got a paper saying I must register in that provided link(hit website) to claim in future. But I couldn't register and it throws some sql error."
418,2,local vendor selling at rs 150  godrej at rs 400,"bought in lockdown. Local vendor selling at rs 150 and rs 200 .Quality is better ,but after mosquito is trapped , it falls on ground when switching button on, not killing mosquito completely"
419,3,Expensive,It has been 3 months since i bought this mosquito bat. It worked really well initially but now it has stopped working and does not charge anymore. Just charged it for about 6-7 times in 2 months. I don't think the durability is as promised. Too expensive!!
420,1,ONLY WORKS FOR A WEEK,The product was fine for a week. Then the first problem was1) it didn't kill any mosquitoes because of absence of sound2) next the red light didn't work3)  next the button has gone inside so it's impossible for it to work4) poor costomer service because they don't replace it and only gives an option to refund.A horrific purchase. I don't recommend using it.
421,1,Bad quality and user friendly. Outside China products are friends better than this useless hit.,"Rechargeable plug is very very bad. It's not moving quickly and easily. It's tough to move.  It's getting stickup during movement.Such bad quality product from Hit.  Bad recharging. Amazon, please stop this kind bad products selling."
422,1,Deffective product supplied. Please replace,It is not killing a single mosquito. Product is defective and absolutely not functioning it's intended function. My money spent is totally waste. Grateful if you can replace the item
423,5,Quite great in all insect killer,Never use chamical or other liquid that harms breathingThis one is stronger and best battery life. As well easily repairable at home or nearly store
424,1,Very Bad Product - Updated July 2021,Not up to the mark...Saw the Brand and thought it would be upto the price and Brand Level.Bought it 1st time...The product Quality was bad...was not working in 7 days of operationI returned it and replaced it...but again received damaged product Now will be again returning this...The problem is either with the Brand or with the Supplier.Request-Do not buy the product... Feedback date July 2021
425,3,Chinese “make for India initiative “.,It works on battery power. If battery and circuitry fails it fails. So sturdy and durability does not comes be a factor for application. Made in China “make for India “- initiative for Godrej.
426,5,Completely worth the price,Merits:- Ease of use- Good quality- Can be used roughly- Very efficient against mosquitoesDemerits:- The battery needs to be charged daily.(Putting it as a demerit as its mentioned that the battery lasts really long)
427,1,Disappointed with the product,I have purchased the product four monthsbefore. Now its not working. What happened is either the blue or red light not working. Such a waste of money. Now only I'm going through the reviews. So kindly go through the reviews so that you will not buy the product.
428,1,Hit website and Customer support not working,"Looking like I have wasted my money on buying this product with high price and helpless when trying to claim warranty. So be aware customer support is 0. I brought this product by seeing warranty, warranty does not works and you will not have any other option, so better go into any super market and buy 300rs bat."
429,1,Became defective in 2-3 days,"The racquet became defective only after 3-4 days of use. While it looked sturdy and battery life also looked good, but the product failed after 2-3 days of use. It is not getting enough charged to kill a mosquito. Waste of money! The unbranded ones earlier bought worked much better for me."
430,5,Good one but needs improvements,The bat is not sturdy. In one week the mesh expanded and I could feel some thing moving in the bat. Some plastic bit broke and the battery was moving up and down
431,2,"Not good, highly priced","I did not get the purpose of vertical blue light, cant see mosquitos with that. We can easily get this kind of racket in market for 100, 200 Rs. Quality is fine but no racket can be useful once battery life is over in few months."
432,1,Manufacturing defect. Bad product.,"Despite making several efforts warranty is not being registered by the company. Having functioned for a month, it started malfunctioning. By pressing the button, it sparks itself without coming into contact of any flying bug. Bad product. Better to buy offline atleast warranty is assured."
433,4,Best mosquito repellant in the market,"Excellent mosquito repellent available in the market. I have used other local market rackets. But non of them were anything near to this superb racket. Long lasting, sturdy, easy to use. I am going to order another one. Don't think just st go for it..."
434,1,Poor battery life.,Where mosquitoes are in abundance you can have it but for houses where 2-3 are there it’s better to switch to some other option. If you forgotten to put it in charging then it’s completely useless as daily charging us not possible.
435,5,Great product,Awesome product. Must buy. It is 100 times better than other products of its kind. It requires charge only once in two weeks and is very effective to use.
436,1,Bad Sturdiness and durability,The product was excellent but the main problem waa durability and sturdiness. When I bought it after few days of use it got some circuit failure and when I was switching it on the wire were getting burned and having short circuit. Amazon replaced it without but the 2nd time I got this it worked fine however afyer few days of use it stopped working and getting charged
437,1,Product is not good useless and irresponsible seller.,This is a horrible.product worked for just 10 days and stopped working. Kindly refund the money and take the.useless product. Do not buy from this seller as he did not reply for my email not able to contact the seller. I have six months warranty on this product even Amazon did not help me to contact the seller. Such a bad experience with this seller. Beware of this seller.
438,4,Good zapper needs better quality battery,"Very powerful zapper does the job, pity after 3 months the battery doesn't last more than 20 mins. I bought 2 rackets both have same battery life. Initially it would last long. No the battery quiet weak"
439,1,"Pathetic Product, Pathetic Customer Service.","Stopped Working in 2 months. Have written for Warranty repairs, but no revert from HIT. Pathetic Product & even more Pathetic Customer Service. Better to purchase local brand from some local store. Not worth to spend 450/- where locally available in 200/-."
440,5,Good bat from a good brand,I spend the same amount in market but get cheap Chinese bat before which didn't work more than 1 or 2 month and quality also not good .. but this bat is good in quality and battery backup also good and hit brand is also well known.. But it is also written Made in China.
441,5,Bought on 30th October. Charging for the first time now in Feb!,"First charge after 3 months, unbelievable stuff! After charging normal mosquito bats almost everyday, I looked at this bat and thought there is some unlimited source of energy in it. One of the best products I have bought on Amazon."
442,1,Stopped working within two weeks..,"HIT Anti Mosquito Racquet - Rechargeable Insect Killer Bat with LED, that I bought on 19.09.2020, from Amazon. Racquet worked well for one week and has stopped working (not charging). The warranty for the Racquet  is for 6 month. I Tried to call Godrej customer care number several times but it's not at all connecting 18002660007 and I visited to their  portal and tried to claim defect but there is no use.. I never expected this kind of service. Still awaiting for refund.."
443,1,The quality has become worst now,This was 3rd one I bought. The first one which I bought was good and the charge used to last long. The last 2 I bought was very poor. The charge don't lat for even 1 hour after hours of charging. I bought local racquet which I could get 2 in price of one. So guys don't waste your money and invest in cheaper one instead.
444,5,Good Product with Great Battery Life,Great Product compared to cheap plastic ones in the market. Only downside is the on off switch which you toggle up or down is a bit flimsy but i can live without it by using any sharp object to on & off. Work wise its great & kills all sorts of mosquitoes & flies.
445,1,DON'T Buy it! Very Pathetic Product.,"I bought this product almost a week ago. For the first 1-2 days it worked fine and then it stopped working. The warranty thing is so bogus. Don't buy it, do not go for the name. You better buy from the near local market for almost the half price of it. I can say that would work for at least 6 months as compared to this Godrej Hit Mosquito Raquet which did not work for even 6 days."
446,1,Overhype product,"Dint even last for a day may be defective product I received, but over all product quality is cheap you can buy the local brand for 250 that will be worth then this"
447,5,A much needed branded product in this category.,"I will start off by saying that the built quality is amazing. It feels solid and sturdy in your hand and one can swing it with confidence. It’s a bit costlier than other off brand products, but it’s justified. Looks nice also."
448,5,"Good product, good features","Good product, good features, good value for money. I am not sure if it is made in China. But much better than cheap Chinese ones."
449,4,Overall Great and Powerful,Pros- High Quality Plastic-Helpful in built charging socket- Very EffectiveCons- Sometimes the plastic is a bit hard to grip and slips out of hand-No in- built light ( They have a weird blue light which is placed very oddly pointing upwards. I don’t know why they chose blue LED
450,3,Not Durable,"In a nutshell, it could be concluded that it is much better as compared to other electric racquets available in market but durability is not appealing. Mine was damaged within couple of months."
451,5,Best of all other bats.,Very durable. Bought many of these. Unlike other bats which doesn’t work after a few months. A little bit costly but totally worth it because of the quality
452,1,It broke within 3-4 months of use,"Just when I thought my tennis skills were getting better, something inside the racquet's handle started rattling (I presume its the battery). Mind you, the racquet has never been subjected to any physical abuse (not in my knowledge anyways). Presently, I'm drinking juice (lost too much blood), while I listen to the mosquitoes' high frequency laughter as they hover around my ear."
453,5,Excellent product with manual operation,Racquet is strong and sturdy and works perfectly. The blue light is an advantage to use in nights but we have to manually hold the power button on to kill mosquitoes. If power gets on with blue light it would have been an excellent product to use automatically..
454,1,Good but poor battery backup!,Doesn't hold charge as much as expected from a brand like Godrej!
455,4,Good product,Good product but not sure how long it would last. So far killed ~300 mosquitoes with it. Neon light look cool but not sure if that attracts mosquitoes.
456,4,Battery Life is short but racket is effective.,The racket worked fine for killing mosquitos after full charge. Many times it looked like not working but after 1-2 days pause it started killing again. However after 7.5 months it is not working. Still it worked well for killing mosquitos without any pollution. Recommended product
457,5,This product is very much study and durable to use..,"This product is very much study and durable to use. If you want to really buy mosquito bat ,then despite of going to select Chinese bat you can surely rely on godrej product . Which is really made in india . Battery is really long lasting. Effectiveness is excellent against mosquito.The weight of this mosquito bat is also really light,so it becomes very much handy while using."
458,1,Warranty issue,Forget to register on godrej site. Basically I did not noticed about the warranty claim procedure. Now after 5 months the bat stopped working. Dont know what to do. Anybody please suggest.
459,1,Wastage of Money,"This is total wastage of your money. It stopped working on the 2 nd day of the usage. Plus you can't return or get the refund as there is no doorstep pickup for the item. And there warranty page doesn't work. Better go with a local product.Update - Thanks to Amazon i got my refund. Amazing work by Amazon team.Ps - Don't go for this product, you can't claim warranty as well."
460,1,Follow up of HIT company is pathetic.,Products performance was outstanding especially battery life but after 4 months suddenly racket stopped working.  I have called and message HIT company but no response till now. My 6 month product warranty is expired. Now hit racket is garbage for me.Starting experience was awesome but company support system is very disappointing.
461,5,Hit Anti Mosquito Racquet working well,Good product. Charging & discharging as  given in Hit product manual. Kills mosquitoes instantly.Blue light range not checked. Handy item to have
462,4,"Nice product, but bad charging plug design","Good product and effective. But it's tiresome to charge, as the plug is not of standard socket dimensions, and it there are chances of it falling off"
463,1,Very bad,Very  bad
464,1,Worst product,It is not working from second day onwards. Light is blinking but nothing happening to mosquitoes. Hit company nicely cheating the customers. So think twice before buying this product.
465,1,Not effective,It is not effective as compared with low cost variety available freely in the market. I could count the number of mosquitos killed on my finger tips with this gadget.
466,1,Very bad item. This hit anti mosquito racquet has become unserviceable right after 15 days.,"Very bad item. This hit anti mosquito racquet has become unserviceable right after 10days.  I was very much impressed with the brand name, I had a blind trust on the product. Now the L E D on it is working, but it doesn't kill any more mosquito. I am writing this review just after 15 days of purchase."
467,1,Good while receiving and bad after 5 months usage,"My first review:Good look and quality but not enough battery backup.After using 5 months review:It produce some sound like small motor start, while press the button. Also it's sound is increasing, if press longer."
468,4,Good one to buy,"Good quality product. Working well, battery long lasting . Received as shown in the picture Cons:  Charging plug attached to racquet sometimes it may fall from the switch board keep the racquet above the table or bed while charging ...they could have provided like plug with wire extension."
469,4,Good product recommended,Good product i recomand this product. Battery will serve 2 to 3 days. Used materials are good but design is not perfect after we can find cracking sounds and small moments on body. But product is excellent it will kill mosquitoes perfectly. Provided night light is not effective. Bat is made in china don't expect for loges life.
470,1,Premium chinese product,"Very bad product. Within 6 months product doesn't kill mosquito anymore. It killed itself. Premium chinese product,waste of money"
471,2,DON'T BUY.,"NOT WORTHLESS...it us useless after using 1 month ..and after claiming warranty NO RESPONSE is coming from godrej company...So,DON'T BUY this product.... waste of money...i purchased 3 tmes..everytime its stop working after 1,2 months...."
472,4,Amazing product,This is just an initial review based on usage for a week.Pros-Very good build quality.The charging pins are strong to keep the Racquet stable while charging.Emits blue light when switched on which attracts mosquitoes.Cons-Very slightly heavy.
473,2,Waste,"Not at all value for money.. LED is simply useless, cant be used to spot mosquitoes in the dark since it throws light on the face of racquet.. the LED opening throws light upwards, not outwards..."
474,4,Works well but slightly costly,Been using it since last two months and it works well to get rid of pesky mosquitos. Has bluelight to see these buggers at night too. Overall a good buy but slightly costly
475,4,Good,"It is a good mosquito killer racquet, very powerful.  I had to return the first one that I received as it was faulty.  Replacement is working fine."
476,3,"Its costly, you find this in local markets half the price","Bought in Feb 2020 and battery gone dead in august 2021.  Plastic quality is good but pricewise i felt it costly.  Better to buy in local market, you will get this item half the price there.  Forget about the brand all works the same, this bat is just branded with hit to the chinese local bat."
477,1,Poor after sale service from Amazon,We received damaged and defective product. Racket battery is not working .Applied for return same day  of receiving the product. It's been more thn 10 days chasing Amazon. No response from Amazon.
478,5,Value for money,"If u are looking for a mosquito racket, buy this one. It looks good, its durable only if u don't drop it. These rackets are very delicate so handle it carefully and it comes with 6 month warranty too."
479,2,6m Warranty window show error,"2stars only. Because of false claims by the company, at first why the customer has to register on their site, warranty should come with the pdt. Moreover, the warranty window shows an error while submitting the request, simply unacceptable."
480,5,"SHOULD BUY, NOT KIDDING!","Very very very effective. I'm still surprised that why is HIT selling in such cheap price. I kid you not, if you desperately need a mosquito bat then this is it. WOW. Charge it daily for 8 hours if there are a lot of mosquitoes. It's so powerful. Can't believe I'm sleeping daily with such peace because of this."
481,5,Good product,Good product. I am using it for more than 2-3 months. Battery life is good. Mostly the working capability of this racquet is far better than the china products. I found it really nice. But the body material is not upto the mark. The side of the racquet is already broken after got a hit in the corner of a table.
482,4,Best bat ever,"I love this bat. It has durability and unlike other bats I have bought this one's charging plug didn't break, But I have seen some bats with a higher battery life than this"
483,1,Not Worth it.,For a price of 450 it's not worth it. You drop it 3-4 times and the battery becomes loose due to structural damage from inside so yes it's not strong(def. Not Aircraft plastic) and the battery life too is bad it gets totally discharged after 2-3hrs or usage. Don't buy it there are lots of good Bats available in Local Store.
484,1,Stopped working after 2months.,Was atleast expecting more time when we spend twice the money. But this bat gave up in 2 months. 200rs electric bat works atleast for a yr. Dont purchase this
485,4,Very good quality bat,"This is branded , very good quality mosquito bag with several other options. It’s effective on mosquitos. Flies, insects etc. definitely recommend"
486,3,Disappointed with this Hit product,"Very disappointed with this branded Hit product..battery life is so bad that after killing few mosquitoes during the day, by night battery is out..forget flies it does not even capture small mosquitoes, very bad experience after using for just one week..now don't have a choice but to order a new one.Would never recommend this product, think twice before ordering."
487,1,Worst Product with the Brand!!!,Product got delivered on 4th January and not even used for 2 weeks and Bat has stopped working...I can only see charging light but when trying to use then there is no effect 😡There is no physical damage or anything but still it's not working....China made Bat has more durability than this product. DON'T BUY THIS PRODUCT....TOTAL WASTE OF MONEY 🤬
488,4,Branded Mosquito bat,"Branded Mosquito bat working fine.  But inner parts are moving, but performance of bat is o.k. I thing battery moving when up and down the battery"
489,4,Overall rating - 7/10,Product is okay.Handling - 7/10Light weight. Very Fragile - 7/10LED - 2/10 is just a show piece. Doesnot serve purpose.Finish - 7/10Charging - 4-6 hrs
490,5,Nice Product.,"I read previous reviews that the battery backup was not good, It has lasted me for 1.5 months after 1 single charge.I hope the battery backup works the same way in future as well.Nice product, Works as expected, Just hope it lasts for a long time."
491,3,MADE  IN CHINA,"Claims to be made in India on answered questions on product description page, but on the carton it's printed that the country of origin is China and the manufacturing month is 09-2021"
492,1,Defective product,Opened and defective product
493,1,Bad quality defective product,The product broke down within 15 days with one day of good use outdoors for about 15 minutes. The battery was loose and was rattling inside the handle.
494,1,Bad quality.  Used product sent as new. Returned. AVOID!,Bad quality.  Used product sent as new.  Mesh zaps on its own soon as it's turned on.  Had to return.
495,1,"Do not buy, better buy from a local store","The product is severely damaged.AC adaptor plug is broken and rattling inside.Has a burnt plastic and mesh in the middle of racket.Product is packed in such a way that it's invincible, just the box and cheap plastic wrapped and not even completely.I really blame cloudtail's service.Please double-check while buying from cloudtail."
496,2,Faulty item,"Became faulty on 20th day after delivery, coudnt return the product, the warranty registration didnt work. Currently its unusable product lying here. Dont know how it got faulty."
497,1,Never even turns on,The bats nets are damaged and also the lights are not even working after plugged in to charge. Seems like poor battery or over all poor product and this is the second time I’m getting a damaged product.
498,2,"Initially it was good, but went bad after 2-3 months","Initially it was very good but after 2-3 months of use (which I used very rarely), some cross connection happened within its wire and whenever I switch it ON, it will spark upon itself. Hence, the racquet has reduced its efficiency now, in entrapping mosquitoes within its mesh work."
499,5,Good one,"The difference between this bat and the Chinese one is the battery. It has high ampere battery, but the Chinese doesn't. That's why the price difference."
500,1,Unable to register for warranty. Device Stopped Working,####Must Read####**Cons**Unable to register for warranty on the site and even after multiple requests to customer care via email. Not even an acknowledgement response. Eventually the device Stopped working after 3 months of usage. Unable to claim warranty. Worst costumer service.*Pros**Good battery life.
501,2,Not worth if it doesn't do the work it is made for,The design is so stringent that the mosquito doesn't get inside. You just can't wave it to kill the mosquito rather you will have to find the mosquito and then hit. please don't buy thinking of the giant manufacturer'hit'. The local one is much better. I had to Ultimately return the product.
502,1,Battery not getting charged within 9 months of usage,"It was good till now but now after 9 months of usage, the battery is not getting charged and this has become useless. The cost paid for this doesn't justify the buy."
503,1,"Product Not working, upset with Brand like HIT to have sent such a product.",We have received a used product. With seal opened and wrapped with cling wrap.Product is not working. Totally unhappy with Hit for such a sub standard product
504,5,Sturdy product with excellent battery life,"Have been using this racquet for 2.5 months, almost daily. The battery life is excellent and lasts around 3 to 4 weeks on a single charge. The material used is great. I have dropped the racquet a few times and so far there is no damage to the product."
505,2,Not durable,I am writing this review after using the product for a little more than a year.. it has stopped working and I would not give this a great rating for its price..Not worth it.
506,1,"Very poor quality, broke down in a month.have complained on the hit website but no response at all..","Very poor quality, broke down in a month.have complained on the hit website but no response at all.."
507,5,Best Branded Mosquito Racquet ever..,Best Mosquito Racquet till date...Durability of plastic is amazing.And little LED light helps you to find the Mosquito in the dark and has 100% success rate.A little bit pricy but we can spend on such a brand which has good reputation against malaria and dengue fever.We really need this.
508,5,Only thing that works on mosquitoes,The racquet is pretty powerful and sturdy. It has a strong built and impressive power to kill mosquitoes.However not sure why they put a blue led light. It doesn't help much in the dark to find mosquitoes. Still overall pretty impressive and good product
509,1,Stopped working within 4-5 Days.,I think product was not worst..But I have received faulty product.Sealed (Security Seal) was opened when the product received.Stopped working within 4-5 Days.Thanks to Amazon for managing return.
510,5,"If you are in Delhi NCR, go for it",A must have product for almost every home if there is mosquito there. Using it since 6 months and it's too good to buy. Battery life is super.
511,1,Stopped working within a month,"The mosquito bat seemed good at first but later it was not able to hold the charge. I never overcharged it, yet it stopped working in a month. We get better durable mosquito bats on roadside at much cheaper rates than this. Don't waste money on this."
512,1,Better to buy the 150/- racket,I bought two of these expensive rackets thinking it is from a reputed company and would hopefully last longer than the Rs150/- local rackets. Unfortunately even this racket also conked off in about 6 months. Infact my other racaket of 150/- lasted longer. Not recommended to buy from my side
513,1,Inferior chinese product,Don't buy this mosquito killing bat...Charging slider get stuck during charging.It doesn't slide easily.. Customer support won't listen anything about it...It is simply waste of our money...Please please don't buy it...
514,2,It’s good for 4 months and blasted while charging . Need to buy new one now 😡,It’s good for 4 months and then blasted while charging . Need to buy new one now 😡
515,5,3 month usage review,"1: sturdy. Doesn't slip from the charging socket2: charge lasts for 1 full week. (30-60 min usage / day)3: kills mosquitoes instantly.I haven't dropped the device yet, so dont know the ruggedness.Satisfied with the product"
516,1,Very bad product and advised not to buy,"Item was sold by Amazon seller ""Cloudtail"". Item is not working after two weeks (return policy was over). Registered for warranty on Godrejhit site and also claimed for warranty. But, there is no reply from Godrej (manufacturer). I have called on their tollfree number many (1800 266 0007) times, but no answer. Hence, it is considered as a very bad product and no product support. It is advised not to buy this product."
517,1,The worst Supplier! Faulty Product!,Amazon has delivered the faulty product. Full of scratches over the product. A loosened sound is coming from the product. After delivery within 10min I have applied for return. Almost 2 weeks overed. Till now return not yet initiated. I couldnt find zero rating. Otherwise definitely I would have given zero rating.
518,1,Good one,Worth buying. Will post review after using it for month.
519,3,Not built to last more than 6-7 months,"I think they have made a product which does not last more than a couple of months after their warranty expired. The one I bought stopped working after almost 8 months of use.Thanks to the inefficiency of the municipal corporations in controlling the mosquitoes and failure to cover all drains, we end up buying one after the other."
520,1,Reduced size and quality as compared to previous year product,"As this product  is successful , so to make profit company has reduced the overall sizee by 20 percent and plastic and buttone quality is downgraded to make profit. Reducing star to 1 .Oncee the product is successful now xompanyy making profits by reducingt quality . This is not Ethical ."
521,1,Gone damage and working with in 7 month.,After 7 month normal use this racket is not working now. It's like a normal 200₹ racket not any specific and durable. Only brand name nothing else.
522,1,Bad Product,When we got the product it felt very nice quality wise and it lasted for 4 days almost without any charge.Post that real problem started no matter how many hours or days we kept this on charging it doesn’t last for more than 5 min !!Very very bad. Don’t buy this !!
523,4,Hit from China,"Product is good, though sold by Godrej under HiT BRAND. It is made in china Product sold by Godrej. Disappointed large conglomerate like Godrej could have made this in India"
524,1,Non existent battery life !,Battery hardly lasts for few minutes  even after an entire night of charging... useless product.. even the Chinese ones r 100 times better!
525,3,"Works well to zap bugs, but rattling noises from inside in just 6 months of usage.",It does its job just fine.But literally just 6 months into usage and the insides of the racket are already starting to rattle heavily.
526,5,Must go for it...,"It an amazing product, superb quality and build, batter last very long under moderate use which is sufficiently enough for common households... i have charged it may 4 times since I have bought this..."
527,1,Stopped working,"It worked only for a week.  Nothing is working even after charging.  Submitted the claim status and i got a response that the customer care rep will be contacting me.  No one contacted till date.I called to the given customer care number multiple times but was not able to talk to any person, it always disconnects."
528,4,Good sturdy bat,"It’s a sturdy, well designed and adequately powered Bat, ideal for home use. It zaps the mosquitoes with a single power stroke but to truly kill them keep the button pressed for a few seconds."
529,5,Its good product,It is very durable it have blue light But battery life is 4star but in this price it is overall good product
530,5,Good and Durable,"Good product and durable. I am using product from last 8 months, it is good having long battery life, battery recharged with in few hours.Don't look to negative reviews just go for it.."
531,1,Don't Buy this Product,"May be this product is from a renowned company ""Godrej"", but I recommend people not to go for this product. This product even comes with a complimentary fake tag of ""6 months warranty"". After 1month the racquet isn't working, neither its flashing nor its killing mosquitoes, instead to it being fully charged. When I reached the company for the warranty, it didn't response. This is really disappointing."
532,2,"After 11 months, switch not working",The Mesh area is very small. 11 months after purchase the switch is not working. Don't know where to get it repaired. Its use less now. 11 months is too less for Rs. 500
533,2,Replacement received immediately and the product is very good,"Got this damaged product with a broken switch, so returned it for replacement and i the seller send me a good working bat, which i have been using for some time, and its the best mosquito bat i have used till now, very happy with the product finally"
534,1,Very cheap quality product...it's seems a Chinese product..,It’s my humble request that don’t buy this product. I have requested to return this item as it was malfunctioned from day 1. Amazon has assured me the return of the product..Since then country wide lock down is going on. No status from Amazon now ...Even I have registered a complaint to Godrej company also but nothing has been done. My money has gone now.
535,5,Excellent quality. Good build.,I would recommend this mosquito bat over any other similar product available on amazon. It has the right quality and it works really well. I love the blue light mode!
536,3,Could have been USB charging.,"Instead of using cheap capacitor AC charging which is prone to break, this could  have used Micro USB or Type-C charging as used by Nippo."
537,5,Head design is definitely innovative,Flat head with a groove for corners is definitely a useful design innovation. Will take indian mosquitos 20-30 generations of mutations to figure out how to escape now ... that means it will work well for 1-2 more seasons of dengue
538,1,register for warranty,"This racket is useless. I believed in Amazon review and grading shown in your display. On talking to consumer service of Godrej SIT, they advised me to ask for registration and warranty. I did not see any such feature in your mail or invoice. I want to return this racket and get refund or some other model of racket for killing mosquitos.......S.K.Karande"
